TID,AR
TID_ADVANCED_EVENT_TITLE_BIRTHDAY,عيد ميلاد سعيد!
TID_ADVANCED_EVENT_TEXT_BIRTHDAY,إنه عيد ميلاد Hay Day الثاني، وهذا يعني احتفالات ضخمة في كل أنحاء العالم. اصنع كعكات الكريمة في فرن الكعك وساهم بأكبر عدد ممكن قبل انتهاء الوقت! حقق أهدافك الشخصية للحصول على جوائز كبيرة. تضيف نتائجك أيضا إلى هدف المجتمع العالمي. حقق الهدف العالمي مع المزارعين من حول العالم وستتم مكافأتك.
TID_ADVANCED_EVENT_NOTIFICATION_BIRTHDAY,تابع حدث عيد ميلاد Hay Day بجوائز كبيرة!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_BIRTHDAY,مرحبا يا <NAME>! كعك الكريمة كان في كل مكان وكانت الاحتفالات عارمة! شكرا على مشاركة الجميع في الحدث العالمي. لقد فعلنا هذا معا! اقبل هذه الجائزة كتعبير عن الشكر على مساهماتك!
TID_ADVANCED_EVENT_SUCCESS_TITLE_BIRTHDAY,أفضل عيد ميلاد على الإطلاق!
TID_ADVANCED_EVENT_SUCCESS_TEXT_BIRTHDAY,شكرا لكم أيها المزارعون! بعملنا معا نجح مجتمعنا في أن يجعل هذا أفضل حفل عيد ميلاد على الإطلاق.
TID_PRODUCT_COTTON_FABRICS,نسيج القطن
TID_PRODUCT_COTTON_SHIRT,قميص قطني
TID_PRODUCT_WOOLY_PANTS,سروال صوف
TID_PRODUCT_COTTON_VIOLET_DRESS,فستان بنفسجي
TID_SEWING_MACHINE_PRODUCT_DESCRIPTION,يُنتج في آلة الحياكة
TID_SEWINGMACHINE,آلة الحياكة
TID_SEWINGMACHINE_DESCRIPTION,تنسج الملابس
TID_DECO_STREETLIGHT_DESC,تزيين بلدتك
TID_DECO_STREETLIGHT,مصباح الشارع
TID_DECO_LEAFYPLANT_DESC,تزيين بلدتك
TID_DECO_LEAFYPLANT,نبات مورق
TID_DECO_HYDRANT_DESC,تزيين بلدتك
TID_DECO_HYDRANT,صنبور إطفاء
TID_DECO_MUSHROOM_HOUSE_DESC,تمتع بالصيف (لفترة محدودة)
TID_DECO_MUSHROOM_HOUSE,بيت الفطر
TID_MASSGIFT_FACEBOOK_HEADER,12 مليون إعجاب!
TID_MASSGIFT_FACEBOOK_TEXT,احتفالاً بوصول المعجبين بنا إلى 12 مليون إعجاب على صفحة Hay Day الرسمية على Facebook، نود أن نمنحكم 12 من الماسات كتعبير عن الشكر والتقدير! ولاؤكم ودعمكم مذهلان، ونأمل أن تستمعوا بهذه الهدية الصغيرة منا في المقابل. :) إن لم تكونوا قد أعجبتم بـ Hay Day على Facebook بعد، نأمل أن تفعلوا هذا على: www.facebook.com/HayDayOfficial
TID_BUNNY2,أرنب بفراء كثيف
TID_MOVIE_TICKET_WATCH_ANOTHER_TITLE,مشاهدة عرض دعائي آخر؟
TID_MOVIE_TICKET_WATCH_ANOTHER_TEXT,ستكون الجائزة عشوائية
TID_MOVIE_TICKET_WATCH_ANOTHER_OR,أو
TID_MOVIE_TICKET_ALL_WATCHED_TITLE,شكرًا لك. شاهدت كل العروض الدعائية المتاحة.
TID_MOVIE_TICKET_ALL_WATCHED_TEXT,من فضلك قم بالمتابعة ثانية خلال <PARAM> س
TID_MOVIE_TICKET_NO_FEED_TITLE,نحن في انتظار عرض دعائي جديد
TID_MOVIE_TICKET_NO_FEED_TEXT,من فضلك قم بالمتابعة في وقت لاحق
TID_TOOL_PICKAXE,معول
TID_TOOL_PICKAXE_DESC,استخدمه لاستخراج المعدن من المنجم
TID_MYSTERY_CRATE_DESCRIPTION,صندوق الكنز الذي وجدته مغلق! يمكنك فتحه باستخدام الماسات.
TID_MYSTERY_CRATE_OPEN,لفتح الصندوق
TID_GIFT_TOWN_TITLE,حزمة البلدة الغامضة
TID_GIFT_FISHING_TITLE,حزمة الصيد الغامضة
TID_ABOUT_FSA,FSA (اليابانية فقط)
TID_NECTAR_DESCRIPTION,يجمعه نحل العسل من شجيرات الرحيق
TID_NECTAR,رحيق
TID_BEE,نحلة عسل
TID_BEE_HIVE_TREE,شجرة خلية النحل
TID_DANDELION,شجيرات الرحيق
TID_BEE_HIVE_TREE_SHOP_DESCRIPTION,بيت النحل
TID_DANDELION_DESCRIPTION,توفر الرحيق لنحل العسل
TID_BEE_HIVE,خلية نحل
TID_GATHERER_SHOP_DESCRIPTION,تجمع الرحيق لإنتاج أقراص العسل
TID_HONEYCOMB,قرص شمع العسل
TID_HONEYCOMB_DESCRIPTION,الجمع من خلية نحل
TID_FLOATER_COORDINATE_NOT_IN_NEST,ضع في <PARAM>!
TID_FLOATER_NEST_FULL,هذا <PARAM> ممتلئ.
TID_GATHERER_MASTERY_INFO_POPUP_TOOLTIP,<BUILDING> الآن بها خلية نحل <PARAM>.
TID_GATHERER_MASTERY_INFO_POPUP_DESCRIPTION,جمع الرحيق لاكتساب النجوم والحصول على مزيد من خلايا النحل!
TID_GATHERER_MASTERY_INFO_POPUP_PROGRESS,<COUNT>/<COUNT_LIMIT> رحيق
TID_GATHERER_MASTERY_STAR_GAIN_POPUP_DESCRIPTION,لديك الآن خلية نحل <PARAM> في <BUILDING> الخاص بك. اشتر نحل عسل جديد من المتجر.
TID_PRODUCT_HONEY,عسل
TID_PRODUCT_BEESWAX,شمع العسل
TID_HONEYEXTRACTOR,آلة استخراج العسل
TID_HONEYEXTRACTOR_DESCRIPTION,تستخرج العسل من أقراص العسل
TID_HONEYEXTRACTOR_PRODUCT_DESCRIPTION,يُنتج في آلة استخراج العسل
TID_DECO_SANDCASTLE,قلعة رمال
TID_DECO_BEACHCHAIR1,مقعد الشاطئ: المحيط
TID_DECO_BEACHCHAIR2,مقعد الشاطئ: الصيف
TID_DECO_SANDCASTLE_DESC,تزيين بلدتك
TID_DECO_BEACHCHAIR1_DESC,تزيين بلدتك
TID_DECO_BEACHCHAIR2_DESC,تزيين بلدتك
TID_GATHERER_NEST_PROGRESS_HUD_RESOURCES_LEFT,<GATHERED>/<MAX> <RESOURCE>
TID_GATHERER_NEST_READY_TO_HARVEST,على استعداد للجمع
TID_FLOATER_NO_SUPPORTED_MINES,شراء <PARAM> لمتابعة الإنتاج!
TID_PRODUCT_PUMPKIN_SOUP,حساء قرع العسل
TID_PRODUCT_LOBSTERSKEWERS,سيخ سرطان البحر
TID_PRODUCT_HONEY_TOAST,خبز عسل محمص
TID_PRODUCT_HONEY_POPCORN,فشار عسل
TID_PRODUCT_HONEY_APPLE_CAKE,كعكة التفاح والعسل
TID_STAT_BOUGHT_FREE,المشترى: <BOUGHT> / مجاني: <FREE>
TID_STAT_TOTAL,إجمالي: <AMOUNT>
TID_NOTIFICATION_HIVES_READY,أقراص العسل جاهزة للجمع!
TID_TRAIN_GIFTSHOP,متجر الهدايا
TID_TRAIN_GIFTSHOP_DESC,يقدم تذكارات محلية مصنوعة يدويا
TID_PASSENGER_VICTORIAN_LADY,ممثلة
TID_TUTORIAL_110_BEES_UNLOCKED,أنباء سعيدة: يمكنك الآن شراء النحل وبدء إنتاج العسل الحلو! فلنفعل هذا!
TID_TUTORIAL_111a_BUY_BEEHIVETREE,ابدأ بشراء شجرة خلية نحل!
TID_TUTORIAL_112a_BUY_BEE,والآن اشتر خلية نحل!
TID_TUTORIAL_113a_BUY_NECTARBUSH,النحل والرحيق. اشتر شجيرة رحيق لمساعدتها على الإنتاج!
TID_TUTORIAL_114_BEE_TUTORIAL_END,ممتاز! اشتر المزيد من النحل والرحيق لزيادة الإنتاج! تذكر أيضا بناء آلة استخراج العسل للحصول على ذلك العسل الشهي!
TID_NO_HONEYCOMBS_TOOLTIP,أقراص العسل ليست جاهزة. انتظر جمع النحل المزيد من الرحيق.
TID_DANDELION_FB_HELP_TEXT,تحتاج شجيرة الرحيق إلى الإرواء بسرعة. أيمكنك مساعدتي؟
TID_TUTORIAL_113a2_WAIT_FOR_BEES,والآن انتظر قليلا بينما يجمع النحل الرحيق!
TID_DECO_GARGOYLE,تمثال زخرفي
TID_DECO_GARGOYLE_DESC,زينة هالوين فريدة
TID_DECO_GARGOYLE_DESC_MOBILE,زينة هالوين فريدة
TID_ADVANCED_EVENT_TITLE_HALLOWEEN2014,موسم الهالوين!
TID_EVENT_PAMFLET_HALLOWEEN2014,حان موعد حدث الهالوين!
TID_ADVANCED_EVENT_TEXT_HALLOWEEN2014,مطالب الحصول على فطائر قرع العسل وحساء قرع العسل أعلى من أي وقت مضى في العطلات. أكمل أهداف الحدث الشخصي للحصول على جوائز رائعة. مساهماتك تساعد في تحقيق هدف الحدث العالمي بمجرد وصولك إلى المستوى الذي توضحه الأيقونة الزرقاء في الأعلى. عيد هالوين سعيد!
TID_ADVANCED_EVENT_NOTIFICATION_HALLOWEEN2014,تابع حدث الهالوين الجديد بجوائزه الكبيرة!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_HALLOWEEN2014,حدث عالمي
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_HALLOWEEN2014,مرحبا يا <NAME>! غمرت فطائر قرع العسل والحساء البلدة. شكرا على مشاركة الجميع. لقد نجحنا معا! تقبل هذه الجائزة كتعبير للشكر على مساهماتك!
TID_ADVANCED_EVENT_SUCCESS_TITLE_HALLOWEEN2014,أفضل هالوين على الإطلاق!
TID_ADVANCED_EVENT_SUCCESS_TEXT_HALLOWEEN2014,كانت البلدة مليئة بفطائر قرع العسل وحساء قرع العسل. بعملنا معا نجح مجتمعنا في أن يجعل هذا أفضل هالوين على الإطلاق.
TID_INVALID_GAME_CENTER_SIGNATURE_TITLE,ملحوظة هامة!
TID_INVALID_GAME_CENTER_SIGNATURE_TEXT,يرجى الاتصال بـ Game Center أو Supercell ID لحفظ تقدمك في اللعبة وللعب في مزرعتك على أجهزة متعددة.\nإن كان ذلك مدعومًا، فإننا ننصح بتحديث جهازك إلى iOS7 أو أحدث.\nالمزيد من المعلومات عن تحديث نظام iOS هنا: https://support.apple.com/ar-sa/HT204204
TID_INVALID_GAME_CENTER_SIGNATURE_ACTION,حسنا
TID_GATHERER_HABITAT_HUD_BUTTON_TOOLTIP,يلزم المزيد من الرحيق
TID_TUTORIAL_DOUBLE_TAP_INFO,هل تعلم: يمكنك الانتقال إلى الإعدادات المتقدمة وتفعيل النقر المزدوج للتأكيد لاستخدام الماسات؟ تفقد هذا!
TID_MASSGIFT_HALLOWEENDECO_HEADER,حدث الهالوين ينتهي
TID_MASSGIFT_HALLOWEENDECO_TEXT,مرحبًا يا <NAME>! سنزيل زينة الهالووين الحصرية قريبًا من المتجر. احصل عليها الآن قبل فوات الأوان!
TID_MASSGIFT_HALLOWEENSEASON_HEADER,هالوين سعيد!
TID_MASSGIFT_HALLOWEENSEASON_TEXT,مرحبًا يا <NAME>! جاء الهالووين أخيرًا! تفقد الزينة الحصرية الجديدة ذات الوقت المحدود في المتجر. ولا تنس زيارة منطقة الصيد - إن كنت سعيد الحظ، قد تلمح من وقت لآخر شبح الهالووين المخيف، والذي سيمنحك جوائز مفاجئة! :) إن رأيته، دع الآخرين يعرفون على صفحتنا على Facebook: http://facebook.com/HayDayOfficial
TID_CANDLEMAKER,آلة صناعة الشمع
TID_CANDLEMAKER_DESCRIPTION,تصنع الشمع
TID_CANDLEMAKER_PRODUCT_DESCRIPTION,تُنتج في آلة صناعة الشمع
TID_PRODUCT_STRAWBERRY_CANDLE,شمعة فراولة
TID_PRODUCT_LEMON_CANDLE,شمعة ليمون
TID_PRODUCT_RASPBERRY_CANDLE,شمعة توت
TID_DECO_HAUNTED_BIRDHOUSE,بيت طيور مسكون
TID_DECO_HAUNTED_BIRDHOUSE_DESC,زينة الهالوين
TID_IOS4_SUPPORT_ENDING_TITLE,تحذير!
TID_IOS4_SUPPORT_ENDING_TEXT,لأسباب تقنية عديدة، نحن مضطرون لإنهاء دعم كل إصدارات iOS الأقل من 5.1.1 في تحديث Hay Day التالي على App Store. بما أن جهازك في الوقت الحالي يعمل على إصدار iOS أقل من ذلك، لن تتمكن بعد ذلك من لعب Hay Day ما لم تقم بالتحديث إلى أحدث إصدارات iOS.
TID_IOS4_SUPPORT_ENDING_BUTTON,طريقة تحديث iOS
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE,انقطع الاتصال
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE,هناك جهاز آخر متصل بهذه المزرعة.
TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON,إعادة تحميل اللعبة
TID_STAT_LEVEL_REWARDS_LEVEL_THRESHOLD_TITLE,تقدّم إلى منتصف المستوى لتحصد الجوائز:
TID_STAT_LEVEL_REWARDS_NEXT_LEVEL_TITLE,ابلغ المستوى التالي (<LEVEL>) للفتح:
TID_DUCK_SALON,صالون البط
TID_REPAIR_DUCK_SALON_TITLE,إصلاح صالون البط؟
TID_REPAIR_DUCK_SALON_TEXT,سينتقل البط تلقائيا إلى هنا بمجرد إصلاح الصالون!
TID_REPAIR_DUCK_SALON_YES,بدء الإصلاح
TID_DUCK_TRAP,فخ البط
TID_DUCK,بطة
TID_DUCK_SALON_CAPACITY,سعة صالون البط: <COUNT>/<MAX>
TID_DUCK_READY_TO_HARVEST,على استعداد للجمع
TID_FLOATER_DUCK_CATCHING_COMING_SOON,سيصبح فخ البط متاحا في المستوى <LEVEL>
TID_REQUIRES_DUCK_SALON,يلزم صالون البط وآلة صناعة الشباك
TID_FLOATER_DUCK_SALON_FULL,صالون البط ممتلئ!
TID_UPGRADE_DUCK_SALON_YES,بدء الترقية
TID_UPGRADE_DUCK_SALON_TITLE,ترقية صالون البط؟
TID_UPGRADE_DUCK_SALON_TEXT,الترقية للحصول على مزيد من المساحة للبط. كلما أضفت المزيد من البط، ستحصل على مرح أكبر!
TID_DUCK_DOWN,ريش البط
TID_DUCK_DOWN_DESCRIPTION,يمكن العثور عليه في منطقة الصيد
TID_FLOATER_DUCK_SALON_MAX_RANK,صالون البط في أقصى مستوى له!
TID_FLOATER_DUCK_SALON_UPGRADING,جار ترقية صالون البط!
TID_NOTIFICATION_DUCK_SALON_HARVEST_READY,البط جاهز للحصاد!
TID_NOTIFICATIONS_SETTINGS_DUCK_SALON_HARVEST_READY,إشعارات صالون البط
TID_ACHIEVEMENT_DUCK_DOWN,مصفف البط
TID_ACHIEVEMENT_DUCK_DOWN_DESCRIPTION,حصاد <NUMBER> من ريش البط
TID_ACHIEVEMENT_DUCK_SALON,صالون التجميل
TID_ACHIEVEMENT_DUCK_SALON_DESCRIPTION,امتلاك <NUMBER> من البط في الصالون في نفس الوقت
TID_EXP_LEVEL_THRESHOLD_REWARD_GAINED,تم الوصول إلى بداية المستوى
TID_STORAGE_FULL_BUTTON,الترقية الآن
TID_FEATURE_BOAT,طلبات القارب
TID_FEATURE_MINE,المنجم
TID_FEATURE_FISHING,منطقة صيد
TID_FEATURE_NEIGHBORHOOD,أحياء
TID_FEATURE_TRAIN,منطقة بلدة
TID_FEATURE_LOBSTER_FISHING,سرطان البحر
TID_FEATURE_RSS_NEWSPAPER,تجارة
TID_FEATURE_CALENDAR_EVENTS,أحداث
TID_FEATURE_TOM,توم
TID_FEATURE_FIRST_PET,حيوانات أليفة
TID_FEATURE_EXPANSIONS,توسعات المزرعة
TID_FEATURE_FISHING_NETS,شباك الصيد
TID_FEATURE_BEES,نحل
TID_LEVEL_UP_CONFIRM_BUTTON_TEXT,المتابعة
TID_REPUTATION_LEVEL_UP_CONFIRM_BUTTON_TEXT,المتابعة
TID_ANIMAL_HABITAT_HUD_NO_ANIMAL_PRODUCT_TO_COLLECT,لا يوجد <ANIMAL> جاهزة للجمع!
TID_ANIMAL_HABITAT_HUD_NO_ANIMAL_TO_FEED,لا يوجد <ANIMAL> جائعة في الوقت الحالي!
TID_STAT_LEVEL_CAP_REACHED,لقد وصلت إلى أقصى مستوى حاليا. تهانينا!
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_TITLE,مساعدة إضافية
TID_BOAT_EXTRA_HELP_POPUP_NEIGHBORHOOD_DESCRIPTION,الانضمام إلى حي للحصول على مساعدة إضافية في القارب!
TID_BOAT_EXTRA_HELP_JOIN_A_NEIGHBORHOOD,الانضمام إلى حي لتقديم مساعدة إضافية!
TID_BOAT_EXTRA_HELP_INVITE_NEIGHBORHOOD,دعوة <PARAM> للانضمام إلى حيك للحصول على مساعدة إضافية في القارب!
TID_BOAT_EXTRA_HELP_JOIN_THIS_NEIGHBORHOOD,الانضمام إلى هذا الحي لتقديم مساعدة إضافية!
TID_FISH_74,سمك أبيض في البحيرة
TID_FISH_74_DESCRIPTION,ستجد هذه السمكة مع أصدقائها في المياه الباردة العميقة.
TID_FISH_75,سمكة كويلباك
TID_FISH_75_DESCRIPTION,منظفة المياه العذبة هذه ستأكل أي شيء. انتبه لأصابعك!
TID_FISH_76,سمكة بيرش
TID_FISH_76_DESCRIPTION,تتمتع هذه السمكة المنطوية بالجو الهادئ للمياه الراكدة.
TID_STREAM_EVENT_HELP_REQUESTED,تحتاج مزرعتي إلى المساعدة!
TID_HELP_REQUEST_VISIT_BUTTON,زيارة
TID_SERVICE_LIST_ITEM_REWARDS_BONUS,نقاط إضافية للبناء
TID_SERVICE_LIST_ITEM_REWARDS_TOTAL,إجمالي الجوائز
TID_TOWN_REQUEST_BOARD_TITLE,طلبيات زوار البلدة
TID_HINT_SETTINGS_ADVANCED,يمكنك تعديل طريقة اللعب في الإعدادات المتقدمة.
TID_HINT_SETTINGS_HELPSHIFT,يمكنك العثور على الكثير من المعلومات المفيدة في الإعدادات -> المساعدة والدعم
TID_HINT_NEIGHBORHOOD_ONLY_ONE,يمكنك أن تكون جزءا من حي واحد فقط في المرة.
TID_HINT_NEIGHBORHOOD_INVITE_FRIENDS,يمكنك دعوة الأصدقاء إلى حيك بالنقر على المظروف عند الزيارة.
TID_HINT_FISHING_SCRAP_BOOK,تفقد كتاب الصيد لجمع الماسات لصيد الأسماك المختلفة!
TID_HINT_FISHING_EVENT_FISH,بعض الأسماك النادرة لا يمكن صيدها إلا أثناء أحداث الصيد.
TID_HINT_TEASER_FISHING_TOWN,مناطق الصيد والبلدة مناطق منفصلة مع طريقة لعب جديدة مثيرة.
TID_HINT_TOWN_COMPLETE_VISITORS,أكمل كل طلبيات المباني لأحد زوار البلدة للحصول على جائزة عنصر خاصة!
TID_HINT_TOWN_UPGRADE_BUILDINGS,ترقية المباني في البلدة لخدمة المزيد من الزوار والحصول على المكافآت!
TID_HINT_TOWN_TOWNHALL_UPGRADE,ترقية قاعة المدينة لتوفير مساحة لمزيد من الزوار!
TID_HINT_TOWN_TRAINSTATION_UPGRADE,ترقية محطة القطار في البلدة للحصول على مزيد من الزوار بالقطار السريع!
TID_HINT_TOWN_MYSTERY_CHEST,يمكن أحيانا في البلدة العثور على صندوق خاص يطفو في الماء.
TID_HINT_BEES_NECTAR_COLLECTING,يجمع النحل الرحيق من شجيرات الرحيق لإنتاج أقراص العسل.
TID_HINT_BEES_HONEYEXTRACTOR,استخدم آلة استخراج العسل للحصول على العسل من أقراص العسل!
TID_HINT_BOAT_SEND_AWAY,يمكنك إبعاد قارب بالنقر على أيقونة القارب قبل تحميل أي منتجات.
TID_HINT_EVENTS_TEASER,الأحداث طريقة جيدة للحصول على جوائز جيدة مثل النّقود الإضافية أو العناصر الخاصة.
TID_HINT_EVENTS_GLOBAL_GOAL,الهدف العالمي في الأحداث هو تعاون اللاعبين من أنحاء العالم.
TID_HINT_MIDLEVEL_THRESHOLDS,احصل على جوائز فورية لطيفة للوصول إلى وسط المستوى!
TID_HINT_LEVELSTAR_NEXT_LEVEL,انقر على نجمة المستوى لرؤية ما سيجلبه المستوى التالي!
TID_HINT_FISHERMAN_TUTORIAL_FISHING,انقر على الصياد لإعادة عرض المقاطع التوضيحية للصيد!
TID_HINT_FISHERMAN_TUTORIAL_FISHING_LOBSTERS,انقر على الصياد لإعادة عرض المقاطع التوضيحية للصيد وسرطان البحر!
TID_HINT_FISHING_NETS_NOT_TO_BOOK,الصيد بالشبكات لا يضاف إلى مجموعة سجل الصيد.
TID_HINT_FISHING_LURES_TO_BOOK,قم بالصيد بالطعوم لإكمال مجموعة سجل الصيد!
TID_HINT_FISHING_NETS_GET_MEAT,شباك الصيد مفيدة إن كنت بحاجة إلى فيليه السمك.
TID_HINT_LOBSTERS_UPGRADE,قم بترقية بركة سرطان البحر للحصول على مساحة إضافية لسرطان البحر!
TID_HINT_LOBSTERS_ANIMATION_TEASER,قم بترقية بركة سرطان البحر لمشاهدة كل حركات سرطان البحر المضحكة!
TID_HINT_DUCKS_SIMILAR_TO_LOBSTERS,يتم صيد البط بطريقة مشابهة لصيد سرطان البحر.
TID_HINT_DUCKS_UPGRADE,قم بترقية صالون البط للحصول على مساحة إضافية للبط!
TID_HINT_DUCKS_ANIMATION_TEASER,قم بترقية صالون البط لمشاهدة كل حركات البط المضحكة!
TID_HINT_MINE_TOOLS_PICKAXE,يمكن استخدام الديناميت وبراميل المتفجرات والمجارف والمعاول في المنجم.
TID_HINT_FAQ_MULTIPLE_DEVICES,يمكنك اللعب في مزرعتك من أجهزة متعددة، تفقد قسم الأسئلة الشائعة لمعرفة طريقة الاتصال.
