TID,NL
TID_GOOGLE_SERVICE_CANCEL_BUTTON,Annuleren
TID_SANDWICHBAR,Broodjesbar
TID_SANDWICHBAR_DESCRIPTION,Produceert broodjes
TID_SANDWICHBAR_PRODUCT_DESCRIPTION,Wordt in de broodjesbar gemaakt
TID_PRODUCT_BLTTOAST,Broodje bacon
TID_PRODUCT_VEGGIEBAGEL,Vegetarische bagel
TID_PRODUCT_EGGSANDWICH,Broodje ei
TID_NEWSPAPER_IG_PROMO_TEXT,Volg ons op Instagram!
TID_NEWSPAPER_IG_PROMO_BUBBLE_TEXT,Bedankt!
TID_ACHIEVEMENT_LOBSTER_TAILS,Kreeft voor fijnproevers
TID_ACHIEVEMENT_LOBSTER_TAILS_DESCRIPTION,Oogst <NUMBER> kreeftenstaarten
TID_ACHIEVEMENT_LOBSTER_POOL,Zwemfeestje
TID_ACHIEVEMENT_LOBSTER_POOL_DESCRIPTION,Verzamel tegelijkertijd <NUMBER> kreeften in het bad
TID_STAT_FOLLOWERS,Aantal volgers
TID_EVENT_PAMFLET,Nieuw evenement gestart!
TID_RECEIPT_VERIFICATION_MESSAGE_FAIL_TITLE,Aankoopverificatie mislukt
TID_RECEIPT_VERIFICATION_MESSAGE_FAIL_MESSAGE,Oeps... er is iets misgegaan bij het controleren van je bestelling. We proberen je aankoop later opnieuw te verwerken.
TID_RECEIPT_VERIFICATION_MESSAGE_FAIL_BUTTON,Oké
TID_RECEIPT_VERIFICATION_MESSAGE_INVALID_TITLE,Ongeldige aankoop
TID_RECEIPT_VERIFICATION_MESSAGE_INVALID_MESSAGE,Ongeldige aankoop. Neem contact op met onze spelersondersteuning en overleg de aankoopbon om dit probleem op te lossen.
TID_RECEIPT_VERIFICATION_MESSAGE_INVALID_BUTTON,Oké
TID_NOTIFICATIONS_SETTINGS_HEADLINE_FARM,Meldingen over de boerderij:
TID_NOTIFICATIONS_SETTINGS_HEADLINE_FISHING,Meldingen over de visplek:
TID_IN_APP_PURCHASES_DISABLED_SETTINGS_BUTTON,Android-instellingen
TID_FACEBOOK_ERROR_RETRY,Aanmelden bij Facebook mislukt. Probeer het opnieuw.
TID_FACEBOOK_ERROR_RETRY_LATER,Aanmelden bij Facebook mislukt door een probleem met de Facebook-server. Probeer het later opnieuw.
TID_FACEBOOK_ERROR_SETTINGS,"Aanmelden bij Facebook mislukt. Ga naar Instellingen > Facebook.\nStap 1: verwijder je account en meld je weer aan bij Facebook.\nStap 2: zorg dat Hay Day is ingeschakeld in de lijst 'Sta toe dat deze apps uw account gebruiken:'.\n(Als Hay Day niet voorkomt in de lijst, meld je dan eerst via Hay Day aan bij Facebook.)"
TID_FACEBOOK_ERROR_SETTINGS_ANDROID,Aanmelden bij Facebook mislukt. Ga naar Instellingen > Accounts > Facebook.\nStap 1: verwijder je account en meld je weer aan bij Facebook.\nStap 2: keer terug naar Hay Day en meld je aan bij Facebook).
TID_FACEBOOK_ERROR_UNKNOWN,"Aanmelden bij Facebook mislukt om een onbekende reden. Probeer het opnieuw. Lukt het weer niet, neem dan in het spel contact op met onze spelersondersteuning via de knop om een probleem te melden."
TID_NEIGHBORHOOD_TITLE,Buurten
TID_FLOATER_NEIGHBORHOOD_COMING_SOON,Buurten en chatfunctie worden ontgrendeld op level <LEVEL>
TID_REPAIR_NEIGHBORHOOD_TITLE,Buurthuis repareren?
TID_REPAIR_NEIGHBORHOOD_TEXT,Sluit je aan bij een buurt of richt er zelf een op om met je beste vrienden te chatten en te spelen.
TID_REPAIR_NEIGHBORHOOD_YES,Start reparatie
TID_NEIGHBORHOOD,Buurthuis
TID_FACEBOOK_ERROR_CANCELED,Aanmelden bij Facebook is geannuleerd. Meld je aan bij Facebook om over alle Facebook-functies voor Hay Day te beschikken.
TID_STREAM_SENDER_YOU,Jij (<FARM>)
TID_NEIGHBORHOOD_ROLE_LEADER,Voorzitter
TID_NEIGHBORHOOD_ROLE_COLEADER,Covoorzitter
TID_NEIGHBORHOOD_ROLE_ADMIN,Buurtoudste
TID_NEIGHBORHOOD_ROLE_MEMBER,Lid
TID_STREAM_ENTRY_AGE,<time> geleden
TID_STREAM_EVENT_ACCEPTED,is geaccepteerd in de buurt door <name>
TID_STREAM_EVENT_DEMOTED,is gedegradeerd door <name>
TID_STREAM_EVENT_PROMOTED,is gepromoveerd door <name>
TID_STREAM_EVENT_JOINED,heeft zich aangesloten bij de buurt
TID_STREAM_EVENT_KICKED,is uit de buurt verwijderd door <name>
TID_STREAM_EVENT_LEFT,heeft de buurt verlaten
TID_TIME_DAYS,d
TID_TIME_HOURS,u
TID_TIME_MINS,m
TID_TIME_SECS,s
TID_NEIGHBORHOOD_MY_NEIGHBORHOOD,Mijn buurt
TID_NEIGHBORHOOD_SEARCH,Zoeken
TID_NEIGHBORHOOD_INBOX,Buurtmeldingen
TID_NEIGHBORHOOD_CREATE,Oprichten
TID_NEIGHBORHOOD_NAME,Buurtnaam:
TID_NEIGHBORHOOD_EMBLEM,Logo:
TID_NEIGHBORHOOD_DESCRIPTION,Beschrijving:
TID_NEIGHBORHOOD_TYPE,Buurttype:
TID_NEIGHBORHOOD_MIN_LEVEL_TO_JOIN,Minimumlevel om je aan te sluiten:
TID_NEIGHBORHOOD_CHANGE,Wijzigen
TID_NEIGHBORHOOD_ANYONE_CAN_JOIN,Open voor iedereen
TID_NEIGHBORHOOD_REQUEST_TO_JOIN,Vragen om aansluiting
TID_NEIGHBORHOOD_INVITATION_ONLY,Alleen op uitnodiging
TID_NEIGHBORHOOD_SEARCH_RESULTS,Zoekresultaten voor '<name>'
TID_NEIGHBORHOOD_SEARCH_NO_RESULTS,Geen zoekresultaten gevonden.
TID_NEIGHBORHOOD_SEARCH_BUTTON_SEARCH,Zoeken
TID_NEIGHBORHOOD_SEARCH_BUTTON_BACK,Terug
TID_NEIGHBORHOOD_SEARCH_INFO,Typ de eerste letters van de buurt of de ID die je wilt zoeken.
TID_NEIGHBORHOOD_SEARCH_TITLE,Zoeken
TID_NEIGHBORHOOD_PROFANITIES_IN_NAME,Grof taalgebruik in de naam
TID_NEIGHBORHOOD_PROFANITIES_IN_DESCRIPTION,Grof taalgebruik in de beschrijving
TID_NEIGHBORHOOD_PROFANITIES_IN_TEXT,Grof taalgebruik in de tekst
TID_NEIGHBORHOOD_LEAVE,Verlaten
TID_NEIGHBORHOOD_EDIT,Bewerken
TID_NEIGHBORHOOD_JOIN,Aansluiten
TID_NEIGHBORHOOD_MEMBERS,Leden:
TID_NEIGHBORHOOD_TYPE_SHORT,Type:
TID_NEIGHBORHOOD_REQUIRED_LEVEL,Vereist level:
TID_NEIGHBORHOOD_SAVE,Opslaan
TID_NEIGHBORHOOD_JOIN_FAILED_TITLE,Aansluiten bij buurt niet mogelijk
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_ALREADY_IN_NEIGHBORHOOD,Je bent al aangesloten bij een buurt.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_TARGET_ALREADY_IN_NEIGHBORHOOD,Speler heeft zich al aangesloten bij een buurt.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_LEVEL_TOO_LOW,Je level is te laag voor deze buurt.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_IS_FULL,De buurt is vol.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_IS_NOT_OPEN,Het buurttype is gewijzigd in Alleen op uitnodiging
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_AVATAR_BANNED,Je mag je weer bij deze buurt aansluiten over <TIME>.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_GENERIC,Aansluiten bij buurt niet mogelijk.
TID_NEIGHBORHOOD_LEADER,Voorzitter
TID_NEIGHBORHOOD_LEADER_DESCRIPTION,"Spelers verwijderen, promoveren, degraderen, uitnodigen en accepteren. Instellingen bewerken"
TID_NEIGHBORHOOD_CO_LEADER,Covoorzitter
TID_NEIGHBORHOOD_CO_LEADER_DESCRIPTION,"Dezelfde rechten als een voorzitter, maar kan geen rechten van een voorzitter of covoorzitter bewerken"
TID_NEIGHBORHOOD_ADMIN,Buurtoudste
TID_NEIGHBORHOOD_ADMIN_DESCRIPTION,Nieuwe spelers voor de buurt uitnodigen en accepteren.
TID_NEIGHBORHOOD_MEMBER,Lid
TID_NEIGHBORHOOD_MEMBER_DESCRIPTION,Geen speciale rechten
TID_NATIVE_DIALOG_CHAT_JUST_BANNED_TITLE,Chatwaarschuwing
TID_NATIVE_DIALOG_CHAT_JUST_BANNED_MESSAGE,Andere spelers hebben je gerapporteerd wegens ongepast taalgebruik. Je bent tot zwijgen gebracht in de buurtchat.
TID_NATIVE_DIALOG_CHAT_JUST_BANNED_BUTTON,Oké
TID_NATIVE_DIALOG_CHRONOS_CSV_DATA_CHANGED_TITLE,Data-update
TID_NATIVE_DIALOG_CHRONOS_CSV_DATA_CHANGED_MESSAGE,Je zult het spel moeten herladen aangezien we het een en ander hebben geüpdatet.
TID_NATIVE_DIALOG_CHRONOS_CSV_DATA_CHANGED_BUTTON,Spel herladen
TID_FISHING_SPOT_SWAMP,Moerasachtige visplek
TID_STREAM_WARNING,"Deel geen privégegevens (e-mailadres, telefoonnummer, adres, wachtwoorden)!"
TID_STREAM_SENDER_SYSTEM,SYSTEEM
TID_NEIGHBORHOOD_CHOOSE_SYMBOL,Symbool
TID_NEIGHBORHOOD_CHOOSE_PATTERN,Patroon
TID_NEIGHBORHOOD_CHOOSE_BACKGROUND,Achtergrond
TID_ADVANCE_SETTINGS_CHAT_HEADLINE,Buurtinstellingen:
TID_ADVANCE_SETTINGS_CHAT_TEXT,Buurtchat in-/uitschakelen
TID_NEIGHBORHOOD_DONE,Klaar
TID_NEIGHBORHOOD_MENU_INFO_BUTTON,Info
TID_NEIGHBORHOOD_MENU_EDIT_BUTTON,Bewerken
TID_NEIGHBORHOOD_MENU_VISIT_BUTTON,Bezoeken
TID_NEIGHBORHOOD_MENU_REPORT_BUTTON,Rapporteren
TID_NEIGHBORHOOD_CHAT_PLAYER_REPORTED,Speler gerapporteerd!
TID_NEIGHBORHOOD_ACCEPT,Accepteren
TID_NEIGHBORHOOD_DECLINE,Weigeren
TID_NEIGHBORHOOD_EDIT_MEMBER_DESCRIPTION,Titels en rechten van leden bewerken
TID_NEIGHBORHOOD_KICK_OUT,Verwijderen
TID_NEIGHBORHOOD_ROLE,Rol:
TID_NEIGHBORHOOD_CHAT_PLAYER_ALREADY_REPORTED,Je hebt deze speler al gerapporteerd!
TID_NEIGHBORHOOD_CHAT_TOO_MANY_REPORTS,Je hebt je dagelijkse rapportagelimiet overschreden!
TID_CONFIRM_POPUP_REPORT_PLAYER_TITLE,Speler rapporteren
TID_CONFIRM_POPUP_REPORT_PLAYER_TEXT,Weet je zeker dat je <NAME> wilt rapporteren voor ongepast gedrag?
TID_CONFIRM_POPUP_REPORT_PLAYER_BUTTON_CONFIRM,Bevestigen
TID_CONFIRM_POPUP_REPORT_PLAYER_BUTTON_CANCEL,Annuleren
TID_CONFIRM_POPUP_INVITE_PLAYER_TITLE,Speler uitnodigen
TID_CONFIRM_POPUP_INVITE_PLAYER_TEXT,Weet je zeker dat je <NAME> wilt uitnodigen om zich bij je buurt aan te sluiten?
TID_CONFIRM_POPUP_INVITE_PLAYER_BUTTON_CONFIRM,Bevestigen
TID_CONFIRM_POPUP_INVITE_PLAYER_BUTTON_CANCEL,Annuleren
TID_NEIGHBORHOOD_REQUEST_TO_JOIN_TITLE,Vragen om aansluiting
TID_NEIGHBORHOOD_REQUEST_TO_JOIN_DEFAULT_MESSAGE,"Hoi, <NEIGHBORHOOD>! Ik zou me graag willen aansluiten bij je buurt."
TID_NEIGHBORHOOD_REQUEST_TO_JOIN_BUTTON_CONFIRM,Vragen om aansluiting
TID_NEIGHBORHOOD_REQUEST_TO_JOIN_BUTTON_CANCEL,Annuleren
TID_NEIGHBORHOOD_INVITATION_SENT_OK,Uitnodiging verzonden
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NO_RIGHTS,Uitnodiging mislukt - Je hebt niet de juiste rechten!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NO_NEIGHBORHOOD_BUILDING,Uitnodiging mislukt - Speler heeft het buurthuis niet gerepareerd!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_ALREADY_IN_NEIGHBORHOOD,Uitnodiging mislukt - Speler heeft zich al aangesloten bij een buurt.
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_ALREADY_HAS_AN_INVITE,Uitnodiging mislukt - Je hebt deze speler al uitgenodigd!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_TOO_MANY_INVITES,Uitnodiging mislukt - Je hebt te veel uitnodigingen verzonden!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_AVATAR_BANNED,Uitnodiging mislukt - Speler is onlangs uit je buurt verwijderd!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_GENERIC,Uitnodiging mislukt!
TID_STREAM_EVENT_REPORTED,is gerapporteerd
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_REQUEST_ALREADY_SENT,Je hebt al een verzoek gedaan om je bij deze buurt aan te sluiten.
TID_NEIGHBORHOOD_ACCEPTED_BY,Geaccepteerd door <name>
TID_NEIGHBORHOOD_REJECTED_BY,Afgewezen door <name>
TID_STREAM_EVENT_BANNED_FROM_CHAT,is gedurende <TIME> in de chat uitgeschakeld nadat hij of zij een bepaald aantal keren is gerapporteerd wegens ongepast taalgebruik in de chat.
TID_PLAYER_SUPPORT_KNOWLEDGE_BASE,Meer hulp
TID_FAQ_APPBANK_BUTTON,AppBank
TID_ABOUT_CREDITS,Credits
TID_ABOUT_TERMS_OF_SERVICE,Algemene voorwaarden
TID_ABOUT_PRIVACY_POLICY,Privacybeleid
TID_ABOUT_FACEBOOK,Volg Hay Day op Facebook voor het laatste nieuws!
TID_ABOUT_TWITTER,Volg Hay Day op X (voorheen Twitter)! Tweet @hayday
TID_ABOUT_INSTAGRAM,Bekijk Hay Day op Instagram! #aMOOzing
TID_ABOUT_WEIBO,Volg Hay Day op Weibo!
TID_CREDITS_TITLE,Credits
TID_NEIGHBORHOOD_BAR_INFO,Hier zie je de vrienden in jouw buurt!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NO_NEIGHBORHOOD_NO_RIGHTS,Je moet bij een buurt zijn aangesloten en uitnodigingsrechten hebben!
TID_CONFIRM_POPUP_KICK_PLAYER_TITLE,Speler verwijderen
TID_CONFIRM_POPUP_KICK_PLAYER_TEXT,Weet je zeker dat je <NAME> wilt verwijderen uit de buurt?
TID_CONFIRM_POPUP_KICK_PLAYER_BUTTON_CONFIRM,Bevestigen
TID_CONFIRM_POPUP_KICK_PLAYER_BUTTON_CANCEL,Annuleren
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_TITLE,Buurt verlaten
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_TEXT,"Buurt <NAME> verlaten? Als je dit doet, kun je pas volgende week weer aan een derby deelnemen!"
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_BUTTON_CONFIRM,Bevestigen
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_BUTTON_CANCEL,Annuleren
TID_CONFIRM_POPUP_PROMOTE_LEADER_TITLE,Tot voorzitter promoveren
TID_CONFIRM_POPUP_PROMOTE_LEADER_TEXT,Wil je <NAME> promoveren tot nieuwe voorzitter? Jij wordt gedegradeerd tot covoorzitter!
TID_CONFIRM_POPUP_PROMOTE_LEADER_BUTTON_CONFIRM,Bevestigen
TID_CONFIRM_POPUP_PROMOTE_LEADER_BUTTON_CANCEL,Annuleren
TID_TOP_NEIGHBORHOODS,Topbuurten
TID_FISH_104,Nijlbaars
TID_FISH_104_DESCRIPTION,Je hebt een vis aan de haak geslagen die bijna net zo groot is als die oude Angus!
TID_FISH_104_DESCRIPTION_MOBILE,Je hebt een vis aan de haak geslagen die bijna net zo groot is als die oude Angus!
TID_FISH_105,Roodstaartmeerval
TID_FISH_105_DESCRIPTION,"Deze grote, mooie vis heeft heel veel trek. Het kan zijn dat je wel twee stuks aas kwijtraakt."
TID_FISH_105_DESCRIPTION_MOBILE,"Deze grote, mooie vis heeft heel veel trek. Het kan zijn dat je wel twee stuks aas kwijtraakt."
TID_FISH_70,Witte meerval
TID_FISH_70_DESCRIPTION,Deze meerval is een zorgzame vader. Hij is altijd in de weer met z'n kinderen.
TID_FISH_70_DESCRIPTION_MOBILE,Deze meerval is een zorgzame vader. Hij is altijd in de weer met z'n kinderen.
TID_FISH_71,Zwarte dwergmeerval
TID_FISH_71_DESCRIPTION,"Deze nachtuil slaapt graag uit. Als je hem wakker maakt, is hij chagrijnig!"
TID_FISH_71_DESCRIPTION_MOBILE,"Deze nachtuil slaapt graag uit. Als je hem wakker maakt, is hij chagrijnig!"
TID_FISH_72,Goudvis
TID_FISH_72_DESCRIPTION,Zelfs de keizers van het oude China vereerden de schoonheid van de goudvis.
TID_FISH_72_DESCRIPTION_MOBILE,Zelfs de keizers van het oude China vereerden de schoonheid van de goudvis.
TID_FISH_73,Rode zalm
TID_FISH_73_DESCRIPTION,Deze ambitieuze vis is altijd klaar voor een wedstrijdje tegen de stroom in zwemmen.
TID_FISH_73_DESCRIPTION_MOBILE,Deze ambitieuze vis is altijd klaar voor een wedstrijdje tegen de stroom in zwemmen.
TID_LEMON_TREE_FB_HELP_TEXT,Mijn citroenboom heeft dringend water nodig. Kun je me helpen?
TID_PRODUCT_LEMON,Citroen
TID_PRODUCT_LEMON_DESCRIPTION,Pluk je van een citroenboom
TID_TREE_LEMONTREE,Citroenboom
TID_TREE_LEMONTREE_DESCRIPTION,Kan drie keer leeggeplukt worden
TID_PRODUCT_LEMON_CURD,Citroenkwark
TID_PRODUCT_LEMON_PIE,Citroenvlaai
TID_PRODUCT_LEMON_CAKE,Citroentaart
TID_NEIGHBORHOOD_NAME_TOO_SHORT,Naam is te kort
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_AVATAR_LEVEL_TOO_LOW,Level van speler is te laag om hem of haar uit te nodigen!
TID_TUTORIAL_NEIGHBORHOOD_REPAIR,"O jee, wat is dit nou? Repareer je buurthuis, zodat je met je beste vrienden kunt chatten en spelen."
TID_TUTORIAL_NEIGHBORHOOD_CREATEJOIN,Joepie! Het buurthuis is gerepareerd! Richt nu een nieuwe buurt op of sluit je aan bij een bestaande buurt om samen met je beste vrienden te spelen en te chatten!
TID_TUTORIAL_NEIGHBORHOOD_CHAT,"Gefeliciteerd, je hebt je aangesloten bij een buurt! Nu kun je chatten met je buurtvrienden! Praat over tarwe, maïs, eieren met spek, maar wees niet onbeschoft! (Opmerking: als je wilt, kun je de chat verbergen via 'Meer instellingen')"
TID_TUTORIAL_NEIGHBORHOOD_INVITE,"Wil je graag samen met een vriend of vriendin spelen? Dat kan nu! Nodig een vriend, vriendin of familielid uit om zich aan te sluiten bij je buurt door hierboven op de knop Uitnodigen te tikken!"
TID_ADVANCED_EVENT_TITLE_VALENTINES,Valentijnsweekend
TID_ADVANCED_EVENT_TEXT_VALENTINES,Niets zegt zo mooi \qIk hou van je\q als een zelfgebakken koekje! Draag binnen de tijd zoveel mogelijk bij. Bereik je persoonlijke doelen voor geweldige beloningen. Je resultaten tellen ook mee voor het wereldwijde communitydoel. Bereik samen met boeren uit de hele wereld het wereldwijde doel. Jullie krijgen allemaal een beloning!
TID_ADVANCED_EVENT_NOTIFICATION_VALENTINES,Bekijk snel het nieuwe Valentijnsevenement met fantastische beloningen!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_VALENTINES,Wereldwijd evenement
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_VALENTINES,"Hoi <NAME>! De stad werd overspoeld met zelfgebakken koekjes van boeren uit de hele wereld. Iedereen heel hartelijk bedankt voor jullie deelname aan het wereldwijde evenement. Samen hebben we het voor elkaar gekregen! Alsjeblieft, hier is een beloning voor je bijdrage!"
TID_ADVANCED_EVENT_SUCCESS_TITLE_VALENTINES,Liefde is alles wat je nodig hebt!
TID_ADVANCED_EVENT_SUCCESS_TEXT_VALENTINES,"Dank jullie wel, boeren! Door samen te werken heeft onze community deze Valentijnsdag extra bijzonder gemaakt."
TID_NONE,0
TID_NEWSPAPER_YOUTUBE_AD_WHILE_YOU_ARE_AWAY_TEXT,Tik nu om te kijken!
TID_NEWSPAPER_YOUTUBE_AD_WHILE_YOU_ARE_AWAY_BUBBLE_TEXT,Bedankt voor het kijken.
TID_STREAM_CHAT_DESCRIPTION,Sluit je aan bij een buurt om met anderen te chatten!
TID_TUTORIAL_NEIGHBORHOOD_CREATEJOIN_BUBBLE,Probeer het! Sluit je aan bij een buurt of richt er zelf een op!
TID_TUTORIAL_NEIGHBORHOOD_CHAT_BUBBLE,Bezoek je beste vrienden om ze uit te nodigen voor je buurt!
TID_TUTORIAL_NEIGHBORHOOD_INVITE_BUBBLE,Tik hierboven op de knop Uitnodigen om deze vriend of vriendin uit te nodigen!
TID_TUTORIAL_DIAMOND_CONFIMATION_CHANGE,We hebben de manier aangepast waarop je bevestigt dat je diamanten wilt uitgeven. Dubbeltik nu gewoon om te bevestigen. Je kunt deze instelling uitschakelen via 'Meer instellingen'.
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NOT_FRIEND,Je kunt alleen je spelvrienden uitnodigen!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NOT_FRIEND_ANDROID,Je kunt alleen je spelvrienden uitnodigen!
TID_INBOX_INVITATION_TITLE,Uitnodiging
TID_INBOX_INVITATION,Je bent voor deze buurt uitgenodigd door <SENDER>
TID_INBOX_YOU_WHERE_KICKED_TITLE,Verwijderd
TID_INBOX_YOU_WHERE_KICKED,Je bent uit de buurt verwijderd door <SENDER>
TID_INBOX_JOIN_REQUEST_ACCEPTED_TITLE,Geaccepteerd
TID_INBOX_JOIN_REQUEST_ACCEPTED,Je verzoek om aansluiting is geaccepteerd door <SENDER>
TID_INBOX_JOIN_REQUEST_DENIED_TITLE,Afgewezen
TID_INBOX_JOIN_REQUEST_DENIED,Je verzoek om aansluiting is afgewezen door <SENDER>
TID_NEIGHBORHOOD_CHAT,Chat
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_DELAY_TEXT,"Buurt <NAME> verlaten? Als je dit doet, moet je <TIME> wachten voordat je je kunt aansluiten bij een andere buurt en kun je pas volgende week weer aan een derby deelnemen!"
TID_DECO_VALENTINES_CUPID,Cupidobeeld
TID_DECO_VALENTINES_CUPID_DESCRIPTION,Unieke Valentijnsdag-\ndecoratie
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_AVATAR_JOIN_NOT_ALLOWED_UNTIL,Je mag je weer bij een andere buurt aansluiten over <TIME>.
TID_NEIGHBORHOOD_JOIN_REQUEST_SENT_OK,Verzoek verzonden
TID_NEIGHBORHOOD_JOIN_FAILED_BUILDING_NOT_REPAIRED,Je moet eerst je buurthuis repareren!
TID_NEIGHBORHOOD_INBOX_STREAM_DISABLED,Je hebt nog geen berichten of uitnodigingen ontvangen. Hier vind je buurtuitnodigingen van vrienden en reacties op verzoeken die jij hebt verzonden.
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE,Updaten naar nieuwe versie
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE,We updaten naar een nieuwe versie van Hay Day in de iOS App Store. Je boerderij is binnenkort klaar. Kom snel weer kijken!
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON,Oké
TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE_ANDROID,We updaten naar een nieuwe versie van Hay Day in de Google Play Store. Je boerderij is binnenkort klaar. Kom snel weer kijken!
TID_CANNOT_VISIT_INFO_TITLE,Bezoeken niet mogelijk
TID_CANNOT_VISIT_INFO_TEXT,Je kunt op dit moment niemand bezoeken. Probeer het later opnieuw.
TID_CANNOT_VISIT_INFO_BUTTON,Oké
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG,"Sorry, we zijn bezig met onderhoud aan de servers. Probeer het over een paar uur opnieuw."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS,"Sorry, we zijn bezig met onderhoud aan de servers. Probeer het over enkele uren opnieuw."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF,"Sorry, we zijn bezig met onderhoud aan de servers. Probeer het over anderhalf uur opnieuw."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR,"Sorry, we zijn bezig met onderhoud aan de servers. Probeer het over een uur opnieuw."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES,"Sorry, we zijn bezig met onderhoud aan de servers. Probeer het over <value> minuten opnieuw."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON,"Sorry, we zijn bezig met onderhoud aan de servers. Probeer het over een paar minuten opnieuw."
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NOT_FOLLOWER,Je kunt alleen je volgers uitnodigen!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NOT_FRIEND_NOR_FOLLOWER,Je kunt alleen je volgers of Supercell ID- en Game Center-vrienden uitnodigen!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NOT_FRIEND_NOR_FOLLOWER_ANDROID,Je kunt alleen je volgers of Supercell ID-vrienden uitnodigen!
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_LAST_MEMBER_TEXT,"Buurt <NAME> verlaten? Je bent het laatste lid, dus als je dit doet, wordt de buurt ontbonden en kun je pas volgende week weer aan een derby deelnemen!"
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_DELAY_LAST_MEMBER_TEXT,"Buurt <NAME> verlaten? Je moet <TIME> wachten voordat je je bij een andere buurt kunt aansluiten! Je bent bovendien het laatste lid, dus als je dit doet, wordt de buurt ontbonden!"
TID_FENCE_08,Gouden pad
TID_FENCE_09,Grindpad
TID_FENCE_10,Kasseienpad
TID_FENCE_11,Wandelpad
TID_FENCE_ROSES_RED,Rozenhaag: rood
TID_FENCE_ROSES_WHITE,Rozenhaag: wit
TID_FENCE_ROSES_ORANGE,Rozenhaag: oranje
TID_FENCE_ROSES_PINK,Rozenhaag: roze
TID_FENCE_ROSES_YELLOW,Rozenhaag: geel
TID_DECO_BALLOON_COW,Koeienballon
TID_DECO_BALLOON_CHICKEN,Kippenballon
TID_DECO_ROSEARCH,Rozenboog
TID_DECO_GENERIC_DESCRIPTION,Verfraai je boerderij
TID_SMOOTHIEMIXER,Smoothiemixer
TID_SMOOTHIEMIXER_DESCRIPTION,Produceert smoothies
TID_PRODUCT_GREENSMOOTHIE,Groene smoothie
TID_PRODUCT_BERRYSMOOTHIE,Bessensmoothie
TID_PRODUCT_YOGURTSMOOTHIE,Yoghurtsmoothie
TID_SMOOTHIEMIXER_PRODUCT_DESCRIPTION,Wordt met de smoothiemixer gemaakt
TID_DONKEY3,Andalusische ezel
TID_TLO_SPECIAL_OFFER_DESCRIPTION,"Een enorme korting, speciaal voor jou"
TID_ADVANCED_EVENT_TITLE_EASTER,Paasweekend
TID_EVENT_PAMFLET_EASTER,Paasevenement gestart!
