TID,TR
TID_EVENT_BOARD_GLOBAL,Dünya Etkinliği Amacı
TID_EVENT_BOARD_PREVIOUS,Önceki Dünya Etkinliği
TID_EVENT_BOARD_PERSONAL,Kişisel Etkinlik Amaçları
TID_CANNOT_PARTICIPATE_IN_EVENT_TITLE,Seviye çok düşük
TID_YOU_HAVE_NOT_REACHED_THRESHOLD_TITLE,Katıl
TID_NO_EVENT_TITLE,Etkinlik yok
TID_ADVANCED_EVENT_SUCCESS_FLUFF_GENERIC,Herkes aldı
TID_ADVANCED_EVENT_FAIL_FLUFF_GENERIC,Ödül kaçtı
TID_GOOGLE_PLUS,Google Play
TID_SETTINGS_CONNECT_DEVICE,Bir cihaz bağla
TID_CONFIRM_EXIT_TITLE,Çıkışı Onayla
TID_CONFIRM_EXIT_TEXT,Oyundan çıkmak istiyor musun?
TID_CONFIRM_EXIT_BUTTON_OK,Tamam
TID_CONFIRM_EXIT_BUTTON_CANCEL,İptal
TID_GOOGLE_SERVICE_POPUP_TITLE,Google Play
TID_GOOGLE_SERVICE_POPUP_TEXT_SIGN_IN_CANCELED,Google Play oturumu iptal edildi.
TID_GOOGLE_SERVICE_POPUP_TEXT_SIGN_IN_FAILED,Google Play oturumu başarısız oldu.
TID_FACEBOOK_POPUP_TEXT_SIGN_IN_FAILED,Facebook oturumu açılamadı.
TID_ISSUE_TYPE_LOST_FARM,Kayıp çiftlik
TID_ISSUE_DETAILS_GENERIC,Sorununu buraya yaz...
TID_ISSUE_DETAILS_LOST_FARM,Lütfen şu bilgileri ver:\nKaybolan çiftliğin adı: -\nKaybolan çiftliğin seviyesi: -\nÇiftliğin nasıl kaybolduğuyla ilgili daha fazla ayrıntı: -\n
TID_ISSUE_TYPE_RETRIEVE_LOST_FARM,Kurtarma kodu
TID_SAUCEMIXER,Sos Makinesi
TID_SAUCEMIXER_DESCRIPTION,Sos Üretir
TID_SAUCEMIXER_PRODUCT_DESCRIPTION,Sos Makinesinde üret
TID_SALADBAR,Salata Barı
TID_SALADBAR_DESCRIPTION,Salata Hazırlar
TID_SALADBAR_PRODUCT_DESCRIPTION,Salata Barında üret
TID_SUSHIBAR,Suşi Barı
TID_SUSHIBAR_DESCRIPTION,Suşi Yapar
TID_SUSHIBAR_PRODUCT_DESCRIPTION,Suşi Barında üret
TID_PRODUCT_SUSHIROLL,Suşi
TID_PRODUCT_LOBSTERSUSHI,Istakozlu Suşi
TID_PRODUCT_EGGROLL,Yumurtalı Suşi
TID_PRODUCT_SOYSAUCE,Soya Sosu
TID_PRODUCT_MAYONAISE,Mayonez
TID_PRODUCT_OLIVEOIL,Zeytinyağı
TID_PRODUCT_OLIVE,Zeytinler
TID_PRODUCT_OLIVE_DESCRIPTION,Zeytin ağacından topla
TID_PRODUCT_OLIVETREE,Zeytin Ağacı
TID_PRODUCT_OLIVETREE_DESCRIPTION,Üç defa topla
TID_OLIVE_TREE_FB_HELP_TEXT,Zeytin ağacımın acilen sulanması gerekiyor. Yardım edebilir misin?
TID_PRODUCT_GREEK_SALAD,Feta Salatası
TID_PRODUCT_LOBSTER_SALAD,Deniz Ürünleri Salatası
TID_PRODUCT_BACON_SALAD,Et Salatası
TID_CROP_LETTUCE,Marul
TID_CROP_RICE,Pirinç
TID_RED_SCARF,Kırmızı Atkı
TID_STRAWBERRY_JAM,Çilek Reçeli
TID_DECO_CHRISTMAS_SNOWGLOBE,Kar Küresi
TID_DECO_CHRISTMAS_SNOWGLOBE_DESC,Tatil süsü
TID_DECO_CHRISTMAS_LANTERN,Kartopu Feneri
TID_DECO_CHRISTMAS_LANTERN_DESC,Tatil süsü
TID_DECO_CHRISTMAS_SLEDGE,Kar Kızağı
TID_DECO_CHRISTMAS_SLEDGE_DESC,Benzersiz tatil süsü
TID_DECO_CHRISTMAS_FENCE_09,Tatil Çiti
TID_DECO_CHRISTMAS_FENCE_09_DESC,Tatil süsü
TID_DECO_NEWYEAR_TELESCOPE,Altın Teleskop
TID_DECO_NEWYEAR_TELESCOPE_DESC,Benzersiz Yeni Yıl süsü
TID_DECO_NEWYEAR_BALLOON,Domuz Balonu
TID_DECO_NEWYEAR_BALLOON_DESC,Yeni Yıl süsü
TID_RECOVER_LOST_FARM_TITLE,Kurtarma kodunu gir
TID_RECOVER_LOST_FARM_TEXT,Kodu aşağıya gir:
TID_RECOVER_LOST_FARM_ERROR,Kod hatalı. Lütfen tekrar dene.
TID_RECOVER_LOST_FARM_CONFIRMATION_TITLE,Kayıp Çiftliği kurtar
TID_RECOVER_LOST_FARM_CONFIRMATION_TEXT,Kurtarmak istediğin çiftlik bu mu?\nAdı: <NAME>\nSeviyesi: <LEVEL>
TID_RECOVER_LOST_FARM_CONFIRMATION_BUTTON,"Evet, çiftliğim bu!"
TID_SETTINGS_LOGIN,iOS7 ve daha yeni versiyonlarda çiftliğini kaydetmek için Game Center'a giriş yap.\nFarklı cihazlarda oynamak için Supercell ID'ye giriş yap.
TID_SETTINGS_LOGIN_ANDROID,Çiftliğini kaydetmek için Google Play'e giriş yap.\nFarklı cihazlarda oynamak için Supercell ID'ye giriş yap.
TID_SETTINGS_LOGIN_CH_ANDROID,Çiftliğini kaydedip farklı Android cihazlarda oynamak için Google Play'e giriş yap.
TID_SETTINGS_LOGIN_CH,"Çiftliğini kaydedip farklı iOS cihazlarda oynamak için, oyunu başlatmadan önce Game Center'a giriş yap."
TID_FAQ_FAMITSU_BUTTON,Famitsu
TID_CONFIRM_BUTTON_PRESS_TO_LONG,Onaylamak için düğmeyi bırak
TID_CONFIRM_BUTTON_PRESS_TO_SHORT,Onaylamak için düğmeye basılı tut
TID_ADVANCED_EVENT_TITLE_CHRISTMAS,Tatil mevsimi!
TID_ADVANCED_EVENT_TEXT_CHRISTMAS,"Organik yünlü ürünler, bu yılbaşının yeni çılgınlığı olacak. Süre dolmadan dokuma tezgâhında olabildiğince çok giysi yapıp katkı sağla! Büyük ödüller kazanmak için kişisel hedeflerine ulaş. Aldığın sonuçlar, topluluğun dünya hedefine de eklenir. Dünyanın dört bir yanındaki çiftçilerle birlik olup dünya hedefine ulaş ve ödüller kazan. Mutlu Tatiller!"
TID_ADVANCED_EVENT_NOTIFICATION_CHRISTMAS,Büyük ödüllerin olduğu yeni Tatil etkinliğine göz at!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_CHRISTMAS,Dünya Etkinliği
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_CHRISTMAS,"Selam <NAME>! Kasaba, dünyanın dört bir yanındaki çiftçilerden gelen kaliteli yünlü giysilerle dolup taştı. Dünya etkinliğine katılan herkese teşekkürler. Bunu hep birlikte başardık! Bu ödülü, yaptığın katkılar için bir teşekkür olarak kabul et!"
TID_ADVANCED_EVENT_SUCCESS_TITLE_CHRISTMAS,Yılbaşını kurtardık!
TID_ADVANCED_EVENT_SUCCESS_TEXT_CHRISTMAS,Çiftçilere teşekkürler! Topluluğumuz hep birlikte bu Tatil mevsimini en mükemmel tatil yaptı.
TID_ADVANCED_EVENT_TITLE_NEWYEAR,Yeni Yıl geldi!
TID_ADVANCED_EVENT_TEXT_NEWYEAR,"Patlamış mısır, bu Yeni Yılda herkesin gözdesi ve talep inanılmaz boyutlarda. Süre dolmadan olabildiğince çok katkı sağla! Büyük ödüller kazanmak için kişisel hedeflerine ulaş. Aldığın sonuçlar, topluluğun dünya hedefine de eklenir. Dünyanın dört bir yanındaki çiftçilerle birlik olup dünya hedefine ulaş ve ödüller kazan."
TID_ADVANCED_EVENT_NOTIFICATION_NEWYEAR,Büyük ödüllerin olduğu Yeni Yıl etkinliğine göz at!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_NEWYEAR,Dünya Etkinliği
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_NEWYEAR,"Selam <NAME>! Kasaba, dünyanın dört bir yanındaki çiftçilerden gelen patlamış mısırlarla dolup taştı. Dünya etkinliğine katılan herkese teşekkürler. Bunu hep birlikte başardık! Bu ödülü, yaptığın katkılar için bir teşekkür olarak kabul et!"
TID_ADVANCED_EVENT_SUCCESS_TITLE_NEWYEAR,Yeni Yılın kutlu olsun!
TID_ADVANCED_EVENT_SUCCESS_TEXT_NEWYEAR,Çiftçilere teşekkürler! Topluluğumuz hep birlikte bu Yeni Yılı en mükemmel hale getirdi.
TID_NOTIFICATIONS_SETTINGS_TITLE,Gelişmiş ayarlar
TID_NOTIFICATIONS_SETTINGS_HEADLINE,Gelişmiş
TID_DIAMOND_CONFIRMATION_SETTINGS_HEADLINE,Çift dokunma onayı
TID_DIAMOND_CONFIRMATION_SETTINGS_TEXT,Elmas onayını etkinleştir
TID_SETTINGS_NOTIFICATIONS,Gelişmiş Ayarlar
TID_NOTIFICATION_FISHING_SPOT_COLLECTION_READY,<NET> toplanmaya hazır!
TID_NOTIFICATION_LURE_COOLDOWN_ENDED,Balık avlama noktan balık tutmaya hazır!
TID_NOTIFICATION_LOBSTER_POOL_HARVEST_READY,Istakozlar hasat edilmeye hazır!
TID_NOTIFICATIONS_SETTINGS_LURE_COOLDOWN_ENDED,Balık tutma bildirimleri
TID_NOTIFICATIONS_SETTINGS_FISHING_SPOT_COLLECTION_READY,Balık ağı bildirimleri
TID_NOTIFICATIONS_SETTINGS_LOBSTER_POOL_HARVEST_READY,Istakoz Havuzu bildirimleri
TID_DONKEY_HOUSE,Eşek Ahırı
TID_DONKEY_HOUSE_SHOP_DESCRIPTION,<CAPACITY> Eşek için ev
TID_DONKEY1,Provence Eşeği
TID_DONKEY2,Anadolu Eşeği
TID_DONKEY_DESCRIPTION,Puan toplamak için besle
TID_DECO_CHRISTMAS_CAROUSEL_DESC,Tatil süsü
TID_DECO_CHRISTMAS_CAROUSEL,Kış Atlıkarıncası
TID_GOOGLE_SERVICE_CONNECT_TITLE,Hemen çiftliğini kaydet!
TID_GOOGLE_SERVICE_CONNECT_TEXT,Çiftliğini kaybetmemek için Google Play ile giriş yap! Bunu yaptığında oyunu birden fazla Android cihaz üzerinde de oynayabilirsin.
TID_GOOGLE_SERVICE_CANCEL_BUTTON,İptal
TID_SANDWICHBAR,Sandviç Barı
TID_SANDWICHBAR_DESCRIPTION,Sandviç üretir
TID_SANDWICHBAR_PRODUCT_DESCRIPTION,Sandviç Barında üret
TID_PRODUCT_BLTTOAST,Pastırmalı Tost
TID_PRODUCT_VEGGIEBAGEL,Sebzeli Simit
TID_PRODUCT_EGGSANDWICH,Yumurtalı Sandviç
TID_NEWSPAPER_IG_PROMO_TEXT,Bizi Instagram'da takip et!
TID_NEWSPAPER_IG_PROMO_BUBBLE_TEXT,Teşekkürler!
TID_ACHIEVEMENT_LOBSTER_TAILS,Istakoz Düşkünü
TID_ACHIEVEMENT_LOBSTER_TAILS_DESCRIPTION,<NUMBER> ıstakoz kuyruğu hasat et
TID_ACHIEVEMENT_LOBSTER_POOL,Havuz Partisi
TID_ACHIEVEMENT_LOBSTER_POOL_DESCRIPTION,Havuzda aynı anda <NUMBER> ıstakoz bulundur
TID_STAT_FOLLOWERS,Takipçi sayısı
TID_EVENT_PAMFLET,Yeni Etkinlik Başladı!
TID_RECEIPT_VERIFICATION_MESSAGE_FAIL_TITLE,Satın alma doğrulaması başarısız
TID_RECEIPT_VERIFICATION_MESSAGE_FAIL_MESSAGE,Hay aksi... Siparişin doğrulanırken bir hata oldu. Satın alma işlemin daha sonra otomatik olarak tekrar denenecek.
TID_RECEIPT_VERIFICATION_MESSAGE_FAIL_BUTTON,Tamam
TID_RECEIPT_VERIFICATION_MESSAGE_INVALID_TITLE,Geçersiz satın alım
TID_RECEIPT_VERIFICATION_MESSAGE_INVALID_MESSAGE,Satın alma geçersiz. Bu sorunu çözmek için lütfen işlem fişiyle birlikte oyuncu desteği ile iletişime geç.
TID_RECEIPT_VERIFICATION_MESSAGE_INVALID_BUTTON,Tamam
TID_NOTIFICATIONS_SETTINGS_HEADLINE_FARM,Çiftlik Bildirimleri:
TID_NOTIFICATIONS_SETTINGS_HEADLINE_FISHING,Balık Tutma Bildirimleri:
TID_IN_APP_PURCHASES_DISABLED_SETTINGS_BUTTON,Android Ayarları
TID_FACEBOOK_ERROR_RETRY,Facebook ile oturum açma başarısız. Lütfen tekrar dene.
TID_FACEBOOK_ERROR_RETRY_LATER,Facebook sunucu hatası nedeniyle Facebook girişi başarısız oldu. Lütfen daha sonra tekrar dene.
TID_FACEBOOK_ERROR_SETTINGS,"Facebook ile oturum açma başarısız oldu. Lütfen Cihaz Ayarları > Facebook bölümüne git.\n1. Adım: Hesabını sil ve tekrar Facebook'a giriş yap.\n2. Adım: \qBu uygulamaların hesabını kullanmasına izin ver\q listesinde Hay Day uygulamasının seçili olduğundan emin ol.\n(Eğer Hay Day listede yoksa, önce Hay Day'den Facebook'a giriş yap)"
TID_FACEBOOK_ERROR_SETTINGS_ANDROID,Facebook ile oturum açma başarısız oldu. Lütfen Cihaz Ayarları > Hesaplar > Facebook bölümüne git.\n1. Adım: Hesabını sil ve tekrar Facebook'a giriş yap.\n2. Adım: Hay Day'e geri dön ve Facebook'a giriş yap.
TID_FACEBOOK_ERROR_UNKNOWN,Facebook girişi bilinmeyen bir nedenden dolayı başarısız oldu. Lütfen tekrar dene ve yine başarısız olması durumunda oyundaki sorun bildir düğmesi aracılığıyla Oyuncu Desteği ile iletişime geç.
TID_NEIGHBORHOOD_TITLE,Mahalleler
TID_FLOATER_NEIGHBORHOOD_COMING_SOON,Mahalleler ve sohbet <LEVEL>. seviyede açılır
TID_REPAIR_NEIGHBORHOOD_TITLE,Mahalle evi onarılsın mı?
TID_REPAIR_NEIGHBORHOOD_TEXT,En yakın arkadaşlarınla sohbet edip oynamak için bir mahalleye katıl ya da bir mahalle oluştur.
TID_REPAIR_NEIGHBORHOOD_YES,Onarımı başlat
TID_NEIGHBORHOOD,Mahalle evi
TID_FACEBOOK_ERROR_CANCELED,Facebook girişi iptal edildi. Hay Day Facebook'un tüm işlevlerinden faydalanabilmek için lütfen Facebook'a giriş yap.
TID_STREAM_SENDER_YOU,Sen (<FARM>)
TID_NEIGHBORHOOD_ROLE_LEADER,Lider
TID_NEIGHBORHOOD_ROLE_COLEADER,Yardımcı Lider
TID_NEIGHBORHOOD_ROLE_ADMIN,Büyük
TID_NEIGHBORHOOD_ROLE_MEMBER,Üye
TID_STREAM_ENTRY_AGE,<time> önce
TID_STREAM_EVENT_ACCEPTED,<name> tarafından mahalleye kabul edildi
TID_STREAM_EVENT_DEMOTED,<name> tarafından rütbesi indirildi
TID_STREAM_EVENT_PROMOTED,<name> tarafından terfi ettirildi
TID_STREAM_EVENT_JOINED,mahalleye katıldı
TID_STREAM_EVENT_KICKED,<name> tarafından mahalleden atıldı
TID_STREAM_EVENT_LEFT,mahalleden ayrıldı
TID_TIME_DAYS, g
TID_TIME_HOURS, sa.
TID_TIME_MINS, dk.
TID_TIME_SECS, sn.
TID_NEIGHBORHOOD_MY_NEIGHBORHOOD,Mahallem
TID_NEIGHBORHOOD_SEARCH,Arama
TID_NEIGHBORHOOD_INBOX,Mahalle Bildirimleri
TID_NEIGHBORHOOD_CREATE,Oluştur
TID_NEIGHBORHOOD_NAME,Mahalle adı:
TID_NEIGHBORHOOD_EMBLEM,Amblem:
TID_NEIGHBORHOOD_DESCRIPTION,Açıklama:
TID_NEIGHBORHOOD_TYPE,Mahalle türü:
TID_NEIGHBORHOOD_MIN_LEVEL_TO_JOIN,Minimum katılım seviyesi:
TID_NEIGHBORHOOD_CHANGE,Değiştir
TID_NEIGHBORHOOD_ANYONE_CAN_JOIN,Herkes katılabilir
TID_NEIGHBORHOOD_REQUEST_TO_JOIN,Katılma isteği
TID_NEIGHBORHOOD_INVITATION_ONLY,Sadece davetle
TID_NEIGHBORHOOD_SEARCH_RESULTS,\q<name>\q için arama sonuçları gösteriliyor
TID_NEIGHBORHOOD_SEARCH_NO_RESULTS,Arama sonucu bulunamadı.
TID_NEIGHBORHOOD_SEARCH_BUTTON_SEARCH,Ara
TID_NEIGHBORHOOD_SEARCH_BUTTON_BACK,Geri
TID_NEIGHBORHOOD_SEARCH_INFO,Lütfen aramak istediğin mahalle veya etiketin ilk harflerini gir.
TID_NEIGHBORHOOD_SEARCH_TITLE,Arama
TID_NEIGHBORHOOD_PROFANITIES_IN_NAME,İsimde uygunsuz sözcük
TID_NEIGHBORHOOD_PROFANITIES_IN_DESCRIPTION,Açıklamada uygunsuz sözcük
TID_NEIGHBORHOOD_PROFANITIES_IN_TEXT,Metinde uygunsuz sözcük
TID_NEIGHBORHOOD_LEAVE,Ayrıl
TID_NEIGHBORHOOD_EDIT,Düzenle
TID_NEIGHBORHOOD_JOIN,Katıl
TID_NEIGHBORHOOD_MEMBERS,Üyeler:
TID_NEIGHBORHOOD_TYPE_SHORT,Tür:
TID_NEIGHBORHOOD_REQUIRED_LEVEL,Gerekli seviye:
TID_NEIGHBORHOOD_SAVE,Kaydet
TID_NEIGHBORHOOD_JOIN_FAILED_TITLE,Mahalleye katılım gerçekleşmedi
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_ALREADY_IN_NEIGHBORHOOD,Zaten bir mahalledesin.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_TARGET_ALREADY_IN_NEIGHBORHOOD,Oyuncu zaten bir mahallede bulunuyor.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_LEVEL_TOO_LOW,Seviyen bu mahalle için çok düşük!
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_IS_FULL,Mahalle dolu.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_IS_NOT_OPEN,Mahalle türü Sadece Davetle olarak değiştirildi
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_AVATAR_BANNED,<TIME> içinde bu mahalleye tekrar katılabilirsin.
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_GENERIC,Mahalleye katılım gerçekleşmedi.
TID_NEIGHBORHOOD_LEADER,Lider
TID_NEIGHBORHOOD_LEADER_DESCRIPTION,"Oyuncuları at, terfi ettir, rütbelerini indir, davet et ve kabul et. Ayarları Düzenle"
TID_NEIGHBORHOOD_CO_LEADER,Yardımcı Lider
TID_NEIGHBORHOOD_CO_LEADER_DESCRIPTION,Liderle aynıdır fakat liderin veya yardımcı liderin haklarını düzenleyemez
TID_NEIGHBORHOOD_ADMIN,Büyük
TID_NEIGHBORHOOD_ADMIN_DESCRIPTION,Yeni oyuncuları mahalleye davet et ve kabul et.
TID_NEIGHBORHOOD_MEMBER,Üye
TID_NEIGHBORHOOD_MEMBER_DESCRIPTION,Özel hakları yok
TID_NATIVE_DIALOG_CHAT_JUST_BANNED_TITLE,Sohbet uyarısı
TID_NATIVE_DIALOG_CHAT_JUST_BANNED_MESSAGE,Diğer oyuncular senin uygunsuz yorumlar yaptığını bildirdi. Mahalle sohbetine yazman engellendi.
TID_NATIVE_DIALOG_CHAT_JUST_BANNED_BUTTON,Tamam
TID_NATIVE_DIALOG_CHRONOS_CSV_DATA_CHANGED_TITLE,Veri Güncellemesi
TID_NATIVE_DIALOG_CHRONOS_CSV_DATA_CHANGED_MESSAGE,"Bazı ufak tefek güncellemeler yaptık, bu yüzden oyunu yeniden yüklemen gerekiyor!"
TID_NATIVE_DIALOG_CHRONOS_CSV_DATA_CHANGED_BUTTON,Oyunu yeniden yükle
TID_FISHING_SPOT_SWAMP,Bataklık balık avlama bölgesi
TID_STREAM_WARNING,"Hiçbir özel bilgini paylaşma (e-posta, telefon numarası, adres, şifre)!"
TID_STREAM_SENDER_SYSTEM,SİSTEM
TID_NEIGHBORHOOD_CHOOSE_SYMBOL,Sembol
TID_NEIGHBORHOOD_CHOOSE_PATTERN,Desen
TID_NEIGHBORHOOD_CHOOSE_BACKGROUND,Arka Plan
TID_ADVANCE_SETTINGS_CHAT_HEADLINE,Mahalle Ayarları:
TID_ADVANCE_SETTINGS_CHAT_TEXT,Mahalle Sohbetini Aç/Kapat
TID_NEIGHBORHOOD_DONE,Bitti
TID_NEIGHBORHOOD_MENU_INFO_BUTTON,Bilgi
TID_NEIGHBORHOOD_MENU_EDIT_BUTTON,Düzenle
TID_NEIGHBORHOOD_MENU_VISIT_BUTTON,Ziyaret Et
TID_NEIGHBORHOOD_MENU_REPORT_BUTTON,Bildir
TID_NEIGHBORHOOD_CHAT_PLAYER_REPORTED,Oyuncu bildirildi!
TID_NEIGHBORHOOD_ACCEPT,Kabul Et
TID_NEIGHBORHOOD_DECLINE,Reddet
TID_NEIGHBORHOOD_EDIT_MEMBER_DESCRIPTION,Üye unvanını ve haklarını düzenle
TID_NEIGHBORHOOD_KICK_OUT,At
TID_NEIGHBORHOOD_ROLE,Rol:
TID_NEIGHBORHOOD_CHAT_PLAYER_ALREADY_REPORTED,Bu oyuncuyu zaten bildirdin!
TID_NEIGHBORHOOD_CHAT_TOO_MANY_REPORTS,Günlük bildirme limitini aştın!
TID_CONFIRM_POPUP_REPORT_PLAYER_TITLE,Oyuncuyu bildir
TID_CONFIRM_POPUP_REPORT_PLAYER_TEXT,<NAME> adlı oyuncuyu uygunsuz davranışları sebebiyle bildirmek istediğinden emin misin?
TID_CONFIRM_POPUP_REPORT_PLAYER_BUTTON_CONFIRM,Onayla
TID_CONFIRM_POPUP_REPORT_PLAYER_BUTTON_CANCEL,İptal
TID_CONFIRM_POPUP_INVITE_PLAYER_TITLE,Oyuncu davet et
TID_CONFIRM_POPUP_INVITE_PLAYER_TEXT,<NAME> adlı oyuncuyu mahallene katılmaya davet etmek istediğinden emin misin?
TID_CONFIRM_POPUP_INVITE_PLAYER_BUTTON_CONFIRM,Onayla
TID_CONFIRM_POPUP_INVITE_PLAYER_BUTTON_CANCEL,İptal
TID_NEIGHBORHOOD_REQUEST_TO_JOIN_TITLE,Katılma isteği
TID_NEIGHBORHOOD_REQUEST_TO_JOIN_DEFAULT_MESSAGE,Selam <NEIGHBORHOOD>! Senin mahallene katılmak istiyorum.
TID_NEIGHBORHOOD_REQUEST_TO_JOIN_BUTTON_CONFIRM,Katılma isteği
TID_NEIGHBORHOOD_REQUEST_TO_JOIN_BUTTON_CANCEL,İptal
TID_NEIGHBORHOOD_INVITATION_SENT_OK,Davet gönderildi
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NO_RIGHTS,"Davet başarısız, gerekli hakka sahip değilsin!"
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NO_NEIGHBORHOOD_BUILDING,"Davet başarısız oldu, oyuncu mahalle evini onarmadı!"
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_ALREADY_IN_NEIGHBORHOOD,"Davet başarısız oldu, oyuncu zaten bir mahallede bulunuyor!"
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_ALREADY_HAS_AN_INVITE,"Davet başarısız oldu, bu oyuncuyu zaten davet ettin!"
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_TOO_MANY_INVITES,"Davet başarısız oldu, çok fazla davet gönderdin!"
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_AVATAR_BANNED,"Davet başarısız oldu, oyuncu kısa zaman önce mahallenden atıldı!"
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_GENERIC,Davet başarısız oldu!
TID_STREAM_EVENT_REPORTED,bildirildi
TID_NEIGHBORHOOD_JOIN_FAILED_TEXT_REQUEST_ALREADY_SENT,Bu mahalleye zaten katılma isteği gönderdin.
TID_NEIGHBORHOOD_ACCEPTED_BY,<name> tarafından kabul edildi
TID_NEIGHBORHOOD_REJECTED_BY,<name> tarafından reddedildi
TID_STREAM_EVENT_BANNED_FROM_CHAT,sohbetteki uygunsuz davranışı sebebiyle yeterli miktarda bildiri aldıktan sonra sohbete katılması <TIME> süreyle engellendi.
TID_PLAYER_SUPPORT_KNOWLEDGE_BASE,Daha fazla yardım
TID_FAQ_APPBANK_BUTTON,AppBank
TID_ABOUT_CREDITS,Hazırlayanlar
TID_ABOUT_TERMS_OF_SERVICE,Hizmet Koşulları
TID_ABOUT_PRIVACY_POLICY,Gizlilik Politikası
TID_ABOUT_FACEBOOK,En Son Haberleri Al! Facebook'ta Hay Day'e katıl!
TID_ABOUT_TWITTER,Hay Day'i X'de (eski adıyla Twitter) takip et! Mesajlarına @hayday etiketini eklemeyi unutma.
TID_ABOUT_INSTAGRAM,Hay Day'in Instagram hesabına göz at! #aMOOzing
TID_ABOUT_WEIBO,Hay Day'i Weibo'da takip et!
TID_CREDITS_TITLE,Hazırlayanlar
TID_NEIGHBORHOOD_BAR_INFO,Burada mahalle arkadaşlarını bulabilirsin!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NO_NEIGHBORHOOD_NO_RIGHTS,Bir mahallede olman ve davet hakkının bulunması gerekiyor!
TID_CONFIRM_POPUP_KICK_PLAYER_TITLE,Oyuncuyu at
TID_CONFIRM_POPUP_KICK_PLAYER_TEXT,<NAME> adlı oyuncuyu mahallenden atmak istediğinden emin misin?
TID_CONFIRM_POPUP_KICK_PLAYER_BUTTON_CONFIRM,Onayla
TID_CONFIRM_POPUP_KICK_PLAYER_BUTTON_CANCEL,İptal
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_TITLE,Mahalleden ayrıl
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_TEXT,<NAME> Mahallesinden ayrılmak istiyor musun? Bir sonraki haftaya dek bir Derbiye katılamayacaksın!
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_BUTTON_CONFIRM,Onayla
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_BUTTON_CANCEL,İptal
TID_CONFIRM_POPUP_PROMOTE_LEADER_TITLE,Liderliğe terfi ettir
TID_CONFIRM_POPUP_PROMOTE_LEADER_TEXT,<NAME> adlı oyuncuyu Liderliğe terfi ettirmek istediğinden emin misin? Sen Yardımcı Lider rütbesine düşeceksin!
TID_CONFIRM_POPUP_PROMOTE_LEADER_BUTTON_CONFIRM,Onayla
TID_CONFIRM_POPUP_PROMOTE_LEADER_BUTTON_CANCEL,İptal
TID_TOP_NEIGHBORHOODS,En iyi mahalleler
TID_FISH_104,Nil Levreği
TID_FISH_104_DESCRIPTION,"Bu az önce kıyıya çektiğin şey ihtiyar Angus değil, onunla aynı boyda ve aynı şekle sahip bir balık!"
TID_FISH_104_DESCRIPTION_MOBILE,"Bu az önce kıyıya çektiğin şey ihtiyar Angus değil, onunla aynı boyda ve aynı şekle sahip bir balık!"
TID_FISH_105,Kırmızı Yayın Balığı
TID_FISH_105_DESCRIPTION,"Bu büyük, güzel balığın iştahı çok açık. Birkaç yemini kaybedebilirsin."
TID_FISH_105_DESCRIPTION_MOBILE,"Bu büyük, güzel balığın iştahı çok açık. Birkaç yemini kaybedebilirsin."
TID_FISH_70,Beyaz Yayın Balığı
TID_FISH_70_DESCRIPTION,"Bu yayın balığı, yorulmak nedir bilmeden çocuklarına bakan fedakar bir baba."
TID_FISH_70_DESCRIPTION_MOBILE,"Bu yayın balığı, yorulmak nedir bilmeden çocuklarına bakan fedakar bir baba."
TID_FISH_71,Siyah Yayın Balığı
TID_FISH_71_DESCRIPTION,"Bu gece baykuşu, uyumayı çok seviyor. Onu uyandırırsan çok çekilmez olur!"
TID_FISH_71_DESCRIPTION_MOBILE,"Bu gece baykuşu, uyumayı çok seviyor. Onu uyandırırsan çok çekilmez olur!"
TID_FISH_72,Japon Balığı
TID_FISH_72_DESCRIPTION,Japon balığının güzelliğine antik Çin'in imparatorları bile saygı duymuştur.
TID_FISH_72_DESCRIPTION_MOBILE,Japon balığının güzelliğine antik Çin'in imparatorları bile saygı duymuştur.
TID_FISH_73,Kızıl Somon Balığı
TID_FISH_73_DESCRIPTION,"Bu rekabetçi balık, nehir yarışı yapmaya her an hazır."
