TID,VI
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES,"Rất tiếc, các máy chủ đang được bảo trì. Vui lòng thử lại sau khoảng <value> phút."
TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON,"Rất tiếc, các máy chủ đang được bảo trì. Vui lòng thử lại sau khoảng vài phút."
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NOT_FOLLOWER,Bạn chỉ có thể mời những người theo dõi của mình!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NOT_FRIEND_NOR_FOLLOWER,Bạn chỉ có thể mời những người theo dõi hoặc bạn bè Supercell ID và Game Center của mình!
TID_NEIGHBORHOOD_INVITATION_SENT_FAILED_NOT_FRIEND_NOR_FOLLOWER_ANDROID,Bạn chỉ có thể mời những người theo dõi hoặc bạn bè Supercell ID của mình!
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_LAST_MEMBER_TEXT,"Bạn có muốn rời khỏi khu dân cư <NAME> không? Bạn là thành viên cuối cùng, khu dân cư sẽ bị giải tán và bạn không thể tham gia Cuộc đua ngựa nào cho đến tuần sau!"
TID_CONFIRM_POPUP_LEAVE_NEIGHBORHOOD_DELAY_LAST_MEMBER_TEXT,Bạn có muốn rời khỏi khu dân cư <NAME> không? Bạn phải đợi <TIME> rồi mới được gia nhập khu dân cư khác! Bạn cũng là thành viên cuối cùng và khu dân cư sẽ bị giải tán!
TID_FENCE_08,Lối đi vàng
TID_FENCE_09,Lối đi rải sỏi
TID_FENCE_10,Đường đá cuội
TID_FENCE_11,Lối mòn
TID_FENCE_ROSES_RED,Hàng rào hoa hồng: Đỏ
TID_FENCE_ROSES_WHITE,Hàng rào hoa hồng: Trắng
TID_FENCE_ROSES_ORANGE,Hàng rào hoa hồng: Cam
TID_FENCE_ROSES_PINK,Hàng rào hoa hồng: Hồng
TID_FENCE_ROSES_YELLOW,Hàng rào hoa hồng: Vàng
TID_DECO_BALLOON_COW,Bóng bay hình bò
TID_DECO_BALLOON_CHICKEN,Bóng bay hình gà
TID_DECO_ROSEARCH,Cổng vòm hoa hồng
TID_DECO_GENERIC_DESCRIPTION,Trang trí trang trại của bạn
TID_SMOOTHIEMIXER,Máy trộn sinh tố
TID_SMOOTHIEMIXER_DESCRIPTION,Làm sinh tố
TID_PRODUCT_GREENSMOOTHIE,Sinh tố xanh
TID_PRODUCT_BERRYSMOOTHIE,Sinh tố quả mọng
TID_PRODUCT_YOGURTSMOOTHIE,Sinh tố sữa chua
TID_SMOOTHIEMIXER_PRODUCT_DESCRIPTION,Sản xuất bằng Máy trộn sinh tố
TID_DONKEY3,Lừa Andalusia
TID_TLO_SPECIAL_OFFER_DESCRIPTION,Giảm giá lớn dành cho bạn!
TID_ADVANCED_EVENT_TITLE_EASTER,Cuối tuần lễ Phục sinh
TID_EVENT_PAMFLET_EASTER,Sự kiện Phục sinh đã bắt đầu!
TID_ADVANCED_EVENT_TEXT_EASTER,Thị trấn đang đón chào mùa Thỏ Phục sinh bằng lễ hội Bánh kem cà rốt tưng bừng! Hãy đóng góp càng nhiều càng tốt trước khi hết thời gian! Hãy đạt mục tiêu cá nhân của bạn để giành những phần thưởng tuyệt vời. Kết quả của bạn cũng sẽ đóng góp vào mục tiêu toàn cầu của cộng đồng. Hãy đạt mục tiêu toàn cầu cùng các nông dân trên toàn thế giới và tất cả mọi người đều sẽ được thưởng.
TID_ADVANCED_EVENT_NOTIFICATION_EASTER,Hãy xem ngay sự kiện Phục sinh mới với nhiều phần thưởng tuyệt vời!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_EASTER,Xin chào <NAME>! Thị trấn đang tràn ngập Bánh kem cà rốt tự làm của các nông dân trên toàn thế giới. Đây là Lễ Phục sinh tuyệt vời nhất! Cảm ơn tất cả mọi người đã tham gia sự kiện toàn cầu. Chúng ta đã cùng nhau tạo nên kỳ tích này! Hãy nhận phần thưởng này thay cho lời cảm ơn vì những đóng góp của bạn!
TID_ADVANCED_EVENT_SUCCESS_TITLE_EASTER,"Cảm ơn các bạn, những người nông dân!"
TID_ADVANCED_EVENT_SUCCESS_TEXT_EASTER,Cộng đồng chúng ta đã cùng nhau làm ra số lượng Bánh kem cà rốt không thể tin được để biến lễ Phục sinh này trở thành một dịp đáng nhớ.
TID_DECO_EASTERBASKET_DESC,Đồ trang trí lễ Phục sinh
TID_DECO_EASTERBASKET,Giỏ trứng Phục sinh
TID_BUNNY1,Thỏ trắng
TID_BUNNY_DESCRIPTION,Cho ăn để kiếm điểm
TID_BUNNY_HOUSE,Chuồng thỏ
TID_BUNNY_HOUSE_DESCRIPTION,Chỗ ở cho <CAPACITY> con thỏ
TID_ACHIEVEMENT_EXPAND_TRAIN,Người khai phá thị trấn
TID_ACHIEVEMENT_EXPAND_TRAIN_DESCRIPTION,Mở rộng Thị trấn <NUMBER> lần
TID_ACHIEVEMENT_SERVICE_BUILDINGS,Chuyên gia phục vụ
TID_ACHIEVEMENT_SERVICE_BUILDINGS_DESCRIPTION,Xây dựng <NUMBER> tòa nhà dịch vụ
TID_ACHIEVEMENT_VISITORS,Khách thăm vui vẻ
TID_ACHIEVEMENT_VISITORS_DESCRIPTION,Phục vụ <NUMBER> du khách trong Thị trấn của bạn
TID_EXPANSION_TITLE_TRAIN_AREA,Mở rộng Thị trấn
TID_FLOATER_BUILDING_MAX_RANK,<PARAM> đã đạt cấp tối đa!
TID_FLOATER_EXPANSION_CONNECTION_TRAIN_AREA,Đất đai cần được kết nối với Thị trấn
TID_FLOATER_MINE_FULL,Thu gom quặng để tiếp tục khai thác mỏ
TID_FLOATER_NEIGHBORHOOD_EVENT_BOARD_UNLOCKS,Bạn có thể tham gia các sự kiện khu dân cư từ cấp <LEVEL> trở lên
TID_FLOATER_TRAIN_COMING_SOON,Thị trấn được mở khóa ở cấp <LEVEL>
TID_FLOATER_VISIT_TRAIN_UNREPAIRED,Tàu này cần được chủ sở hữu sửa chữa
TID_KICK_PASSENGER_FROM_SERVICE_BUILDING_TOOLTIP_DESCRIPTION,Rời khỏi Thị trấn. Du khách sẽ được đón bằng chuyến tàu tiếp theo.
TID_NOTIFICATION_NPC_TRAIN_ARRIVES,Tàu tốc hành đã đến!
TID_NOTIFICATIONS_SETTINGS_HEADLINE_TOWN,Thông báo về Thị trấn:
TID_NOTIFICATIONS_SETTINGS_NPC_TRAIN_ARRIVES,Thông báo về Tàu tốc hành
TID_PASSENGER_CLETUS,Địa phương
TID_PASSENGER_FRENCH_LADY,Quý bà
TID_PASSENGER_GO_TO_SERVICE_BUILDING,<PARAM> tôi tới đây!
TID_PASSENGER_GO_TO_TRAIN,Tôi về nhà đây. Rất tiếc bạn bè của bạn không thể giúp đỡ.
TID_PASSENGER_GRANDPA,Bậc thầy
TID_PASSENGER_GREETING1,Xin chào! Tôi thực sự thích thị trấn của bạn. Bạn có thể dẫn tôi đi tham quan không?
TID_PASSENGER_GREETING2,Xin chào! Thị trấn của bạn thật đáng yêu! Bạn có thể dẫn tôi đi tham quan không?
TID_PASSENGER_GREETING3,Xin chào! Không biết dịch vụ trong thị trấn của bạn như thế nào? Bạn có thể giúp tôi làm vài việc vặt được không?
TID_PASSENGER_GREETING4,Này! Tôi nghe được nhiều điều tốt đẹp về thị trấn của bạn.
TID_PASSENGER_GREETING5,Xin chào! Tôi muốn thưởng thức các món ăn địa phương. Bạn có thể dẫn tôi đi tham quan không?
TID_PASSENGER_LEYLA,Vũ công
TID_PASSENGER_MECHANIC,Thợ máy
TID_PASSENGER_ON_TRAIN_CROSSING,Chờ một lát nhé! Tôi cần đi qua đường tàu đã!
TID_PASSENGER_PICK_UP_ARRIVED_TO_MY_FARM,Tuyệt thật! Chúng ta đến nơi rồi!
TID_PASSENGER_PICK_UP_TO_MY_FARM,Xin cảm ơn! Tôi sẽ ghé thăm!
TID_PASSENGER_REWARD_GREETING1,Đây là món quà dành cho bạn vì đã thật tốt bụng.
TID_PASSENGER_REWARD_GREETING2,"Tôi thấy mọi dịch vụ đều rất tốt, đây là một món quà."
TID_PASSENGER_REWARD_GREETING3,Cảm ơn vì mọi dịch vụ tuyệt vời! Đây là món quà tặng thêm cho bạn.
TID_PASSENGER_REWARD_GREETING4,Cảm ơn bạn rất nhiều vì đã thật hiếu khách! Đây là món quà nhỏ dành cho bạn.
TID_PASSENGER_REWARD_GREETING5,Đây là thị trấn tuyệt vời nhất! Đây là món quà nhỏ dành cho bạn.
TID_PASSENGER_SALESMAN,Người bán hàng
TID_PASSENGER_SEND_AWAY_WARNING_ALREADY_VISITED,Bạn có chắc chắn không? Tôi đã đến thăm một trong số các hàng xóm của bạn và sẽ rời đi bằng tàu Tốc hành.
TID_PASSENGER_SEND_AWAY_WARNING_NOT_IN_NEIGHBORHOOD,Bạn có chắc chắn không? Tôi sẽ rời đi bằng tàu Tốc hành.
TID_PASSENGER_SEND_AWAY_WARNING_PICKUP_BY_NEIGHBOR,Bạn có chắc chắn không? Tôi sẽ đến sân ga để được hàng xóm của bạn hoặc tàu Tốc hành đón.
TID_PASSENGER_SERVICE_BUILDING_FULL,Có vẻ như <BUILDING> đã đầy! Có lẽ bạn nên tăng thêm các ô bằng cách nâng cấp?
TID_PASSENGER_STRONGMAN,Người đàn ông lực lưỡng
TID_PASSENGER_TEACHER,Giáo viên
TID_PASSENGER_WAITING_TRAIN,Cảm ơn vì mọi thứ! Tôi chỉ đang đợi tàu thôi.
TID_PASSENGER_WALKING_TO_NEIGHBORHOOD_PICKUP,Có thể bạn bè trong khu dân cư của bạn sẽ đón tôi?
TID_PASSENGER_WALKING_TO_TRAIN,Cảm ơn vì mọi dịch vụ! Hẹn gặp lại bạn!
TID_PERSONAL_TRAIN,Tàu hỏa riêng
TID_PERSONAL_TRAIN_CAPACITY,Sức chứa của tàu hỏa riêng: <CAPACITY>
TID_PERSONAL_TRAIN_COMING_SOON,Tàu hỏa riêng được mở khóa ở cấp độ danh tiếng <LEVEL>
TID_PERSONAL_TRAIN_INFO,Hãy đến thăm bạn bè trong khu dân cư để đón du khách từ sân ga của họ. Mỗi du khách có thể thăm hai thị trấn trước khi về nhà bằng tàu Tốc hành.
TID_PERSONAL_TRAIN_IS_ON_COOLDOWN,Tàu đang được bảo trì
TID_PERSONAL_TRAIN_NEIGHBORHOOD_TRAIN_FRIENDS,Bạn bè trong khu dân cư có hành khách để đón:
TID_PERSONAL_TRAIN_TITLE,Tàu hỏa riêng (Cấp <RANK>)
TID_PERSONAL_TRAIN_TOOLTIP,Tàu hỏa riêng hiện có sức chứa là <CAPACITY> hành khách và thời gian bảo trì là <TIME>.
TID_PERSONAL_TRAIN_UPGRADE,Nâng cấp
TID_PERSONAL_TRAIN_UPGRADE_DESCRIPTION_CAPACITY,Tăng sức chứa lên <CAPACITY>
TID_PERSONAL_TRAIN_UPGRADE_DESCRIPTION_COOLDOWN_INTERVAL,Giảm thời gian bảo trì xuống <TIME>
TID_PERSONAL_TRAIN_UPGRADE_REPUTATION_REQUIRED_TEXT,Yêu cầu cấp danh tiếng tối thiểu để được nâng cấp là <REPUTATION LEVEL>.
TID_PERSONAL_TRAIN_UPGRADE_TITLE,Nâng cấp Tàu hỏa riêng
TID_PERSONAL_TRAIN_UPGRADE_TREE_HUD_CAPACITY_TOOLTIP,Tàu hỏa riêng hiện có thể đón <AMOUNT> du khách từ bạn bè trong khu dân cư của bạn.
TID_PERSONAL_TRAIN_UPGRADE_TREE_HUD_TIME_TOOLTIP,Tàu hỏa riêng hiện có thời gian bảo trì là <AMOUNT>.
TID_PERSONAL_TRAIN_UPGRADE_TREE_HUD_TITLE,Nâng cấp Tàu hỏa riêng
TID_PERSONAL_TRAIN_UPGRADE_TREE_HUD_UPGRADE_TEXT,Chọn nâng cấp Sức chứa Du khách hoặc giảm thời gian Bảo trì:
TID_REPAIR_PERSONAL_TRAIN_TEXT,Sửa chữa Tàu hỏa riêng để đi đến các Thị trấn Khu dân cư và đón những người khách đang rời đi.
TID_REPAIR_PERSONAL_TRAIN_TITLE,Muốn sửa chữa Tàu hỏa riêng?
TID_REPAIR_PERSONAL_TRAIN_YES,Bắt đầu sửa chữa
TID_REPAIR_TRAIN_TEXT,Sửa chữa sân ga và đi đến Thị trấn của bạn để xây dựng lại. Những cuộc phiêu lưu mới đang chờ đón bạn!
TID_REPAIR_TRAIN_TITLE,Muốn sửa chữa sân ga?
TID_REPAIR_TRAIN_YES,Bắt đầu sửa chữa
TID_REPUTATION_HEART_TOOLTIP,Hãy phục vụ du khách để nâng cao danh tiếng.
TID_REPUTATION_LEVEL_UP_TEXT,"Giờ đây, bạn đã có thể nâng cấp Nhà chính lên cấp <LEVEL_NUMBER>!"
TID_REPUTATION_LEVEL_UP_TITLE,XIN CHÚC MỪNG!
TID_REPUTATION_UNLOCK_TOOLTIP,Mở khóa ở cấp danh tiếng <LEVEL>
TID_SEND_TO_NEIGHBORHOOD_PLATFORM_FOR_PICKUP_TOOLTIP_DESCRIPTION,Gửi <PASSENGER> để được bạn bè trong khu dân cư đón.
TID_SEND_TO_SERVICE_BUILDING_TOOLTIP_DESCRIPTION,Gửi <PASSENGER> đến <BUILDING>.\n\nChỗ còn trống: <COUNT>
TID_SEND_TO_TRAIN_TOOLTIP_DESCRIPTION,Gửi <PASSENGER> đến <BUILDING>.
TID_SERVICE_BUILDING_NOT_YET_CONSTRUCTED,Bạn vẫn chưa xây dựng <BUILDING>.
TID_SERVICE_BUILDING_UPGRADE_DESCRIPTION_COINS,Nâng cấp tòa nhà để tăng thêm <BONUS>% tiền xu
TID_SERVICE_BUILDING_UPGRADE_DESCRIPTION_EXP_AND_REP,Nâng cấp tòa nhà để nhận thêm <BONUS>% kinh nghiệm và điểm danh tiếng
TID_SERVICE_BUILDING_UPGRADE_DESCRIPTION_SLOTS,Nâng cấp tòa nhà để có thêm <BONUS> ô du khách
TID_SERVICE_BUILDING_UPGRADE_DESCRIPTION_TIME,Nâng cấp tòa nhà để tăng <BONUS>% tốc độ dịch vụ
TID_SERVICE_BUILDING_UPGRADE_REPUTATION_REQUIRED_TEXT,Yêu cầu cấp danh tiếng tối thiểu để được nâng cấp là <REPUTATION LEVEL>.
TID_SERVICE_BUILDING_UPGRADE_TITLE,Nâng cấp <BUILDING>
TID_SERVICE_BUILDING_UPGRADE_TREE_HUD_CASH_TOOLTIP,<BUILDING> hiện cho thêm <AMOUNT>% tiền xu từ du khách.
TID_SERVICE_BUILDING_UPGRADE_TREE_HUD_EXP_REP_TOOLTIP,<BUILDING> hiện cho thêm <AMOUNT>% kinh nghiệm và danh tiếng từ du khách.
TID_SERVICE_BUILDING_UPGRADE_TREE_HUD_SLOT_TOOLTIP,<BUILDING> hiện có <AMOUNT> ô du khách.
TID_SERVICE_BUILDING_UPGRADE_TREE_HUD_TIME_TOOLTIP,<BUILDING> hiện có thời gian phục vụ nhanh hơn <AMOUNT>%.
TID_SERVICE_BUILDING_UPGRADE_TREE_HUD_TITLE,<SERVICE BUILDING> (C.<LEVEL>)
TID_SERVICE_BUILDING_UPGRADE_TREE_HUD_UPGRADE_TEXT,"Chọn nâng cấp Ô, Tiền xu, Kinh nghiệm/Danh tiếng hoặc Thời gian Phục vụ:"
TID_SERVICE_BUILDINGS_NONE_ON_MAP,Một Cửa hàng Tạp hóa sẽ rất phù hợp!
TID_SERVICE_CANCELED,Tôi đã bị đuổi ra khỏi <BUILDING> và không muốn quay lại đó nữa.
TID_SERVICE_COMPLETED,Tôi không muốn đến <BUILDING> một lần nữa.
TID_TOWN_HALL_COMING_SOON,Nhà chính được mở khóa ở cấp danh tiếng <LEVEL>
TID_TOWN_HALL_PASSENGER_MANIFEST,Du khách trong Thị trấn của bạn:
TID_TOWN_HALL_PASSENGER_STATE_ARRIVED,Đã đến
TID_TOWN_HALL_PASSENGER_STATE_BOARD_TRAIN,Lên tàu
TID_TOWN_HALL_PASSENGER_STATE_BOARDED_TRAIN,Đã lên tàu
TID_TOWN_HALL_PASSENGER_STATE_HAS_NH_PICKUP,Được bạn bè đón
TID_TOWN_HALL_PASSENGER_STATE_IDLE,Nhàn rỗi
TID_TOWN_HALL_PASSENGER_STATE_SERVICE,Đang được phục vụ <TIME>
TID_TOWN_HALL_PASSENGER_STATE_SERVICE_HAPPY,Sẵn sàng trong <BUILDING>
TID_TOWN_HALL_PASSENGER_STATE_WAIT_FOR_BOARD_TRAIN,Đang đợi tàu hỏa
TID_TOWN_HALL_PASSENGER_STATE_WAITING_FOR_SERVICE,Đang đợi trong <BUILDING>
TID_TOWN_HALL_PASSENGER_STATE_WALK_TO_RANDOM,Nhàn rỗi
TID_TOWN_HALL_PASSENGER_STATE_WALK_TO_SERVICE_BUILDING,Đi bộ đến <BUILDING>
TID_TOWN_HALL_PASSENGER_STATE_WALK_TO_TRAIN,Đi bộ đến sân ga
TID_TOWN_HALL_REPUTATION,Cấp danh tiếng:
TID_TOWN_HALL_TITLE,Nhà chính (Cấp <RANK>)
TID_TOWN_HALL_UPGRADE,Nâng cấp
TID_TOWN_HALL_UPGRADE_DESCRIPTION,Sức chứa của thị trấn +<VILLAGE CAPACITY>
TID_TOWN_HALL_UPGRADE_REPUTATION_REQUIRED_TEXT,Yêu cầu cấp danh tiếng tối thiểu để được nâng cấp Nhà chính là <REPUTATION LEVEL>.
TID_TOWN_HALL_UPGRADE_TITLE,Nâng cấp Nhà chính
TID_TOWN_HALL_VISITOR_CAPACITY,Sức chứa hành khách:
TID_TOWN_HALL_VISITOR_ICON_TOOLTIP,Số lượng du khách hiện tại và tối đa đến thăm Thị trấn của bạn.
TID_TRAIN,Sân ga và Đường ray
TID_TRAIN_BEACHCAFE,Quán cà phê bãi biển
TID_TRAIN_BEACHCAFE_DESC,Phục vụ những suất ăn thịnh hành và vui vẻ
TID_TRAIN_BEDANDBREAKFAST,Chỗ ngủ và bữa sáng
TID_TRAIN_BEDANDBREAKFAST_DESC,Phục vụ bữa sáng ngon lành và giường ngủ êm ái
TID_TRAIN_DINER,Quán ăn
TID_TRAIN_DINER_DESC,Phục vụ loại bánh ngon nhất trên toàn quốc
TID_TRAIN_GROCERYSTORE,Cửa hàng tạp hóa
TID_TRAIN_GROCERYSTORE_DESC,Phục vụ rau quả hữu cơ tươi ngon
TID_TRAIN_ITEM_BRICKS,Gạch
TID_TRAIN_ITEM_BRICKS_DESC,Dùng để nâng cấp các tòa nhà trong Thị trấn
TID_TRAIN_ITEM_HAMMER,Búa
TID_TRAIN_ITEM_HAMMER_DESC,Dùng để nâng cấp các tòa nhà trong Thị trấn
TID_TRAIN_ITEM_HAND_DRILL,Khoan tay
TID_TRAIN_ITEM_HAND_DRILL_DESC,Dùng để nâng cấp các tòa nhà trong Thị trấn
TID_TRAIN_ITEM_MAP_PIECE,Mảnh bản đồ
TID_TRAIN_ITEM_MAP_PIECE_DESC,Dùng để mở rộng khu vực Thị trấn
TID_TRAIN_ITEM_PAINT_BUCKET,Thùng sơn
TID_TRAIN_ITEM_PAINT_BUCKET_DESC,Dùng để nâng cấp các tòa nhà trong Thị trấn
TID_TRAIN_ITEM_STONES,Khối đá
TID_TRAIN_ITEM_STONES_DESC,Dùng để nâng cấp các tòa nhà trong Thị trấn
TID_TRAIN_ITEM_TAR_BUCKET,Thùng nhựa đường
TID_TRAIN_ITEM_TAR_BUCKET_DESC,Dùng để nâng cấp các tòa nhà trong Thị trấn
TID_TRAIN_MOVIETHEATER,Rạp chiếu phim
TID_TRAIN_MOVIETHEATER_DESC,Phục vụ đồ ăn ngon và mang đến những khoảnh khắc vui vẻ
TID_TRAIN_NEIGHBORHOOD_PLATFORM,Sân ga của khu dân cư
TID_TRAIN_PICK_UP_FROM_FRIEND_TOOLTIP_DESCRIPTION,Đón <PASSENGER> bằng tàu hỏa riêng của tôi.
TID_TRAIN_SPA,Spa
TID_TRAIN_SPA_DESC,Phục vụ các sản phẩm dinh dưỡng và tốt cho sức khỏe
TID_TRAIN_STATE_ARRIVING,Tàu tốc hành đang đến
TID_TRAIN_STATE_AWAY,Chuyến tàu Tốc hành tiếp theo sẽ đến sau: <TIME>
TID_TRAIN_STATE_LEAVING,Tàu tốc hành đang rời Thị trấn của bạn
TID_TRAIN_STATE_STOPPED,Tàu tốc hành đang ở trong Thị trấn
TID_TRAIN_STATION_GET_TRAIN_NOW,Đón tàu hỏa ngay
TID_TRAIN_STATION_IMAGE_TOOLTIP,Tàu đến sau mỗi <TIME> và mang theo <MAX CAPACITY> du khách. Hãy nâng cấp Nhà ga để đón thêm nhiều du khách.
TID_TRAIN_STATION_PICKUP_SLOT_NONE_AVAILABLE,Nâng cấp Nhà ga Khu dân cư để mở khóa thêm các ô sân ga!
TID_TRAIN_STATION_TITLE,Nhà ga (Cấp <LEVEL>)
TID_TRAIN_STATION_UPGRADE,Nâng cấp
TID_TRAIN_STATION_UPGRADE_DESCRIPTION,Sức chứa của tàu hỏa hiện tại: <OLD MAX CAPACITY>\n\nNâng cấp lên: <NEW MAX CAPACITY>
TID_TRAIN_STATION_UPGRADE_REPUTATION_REQUIRED_TEXT,Yêu cầu cấp danh tiếng tối thiểu để được nâng cấp là <REPUTATION LEVEL>.
TID_TRAIN_STATION_UPGRADE_TITLE,Nâng cấp nhà ga
TID_TRAIN_STATION_VISITOR_AMOUNT,Du khách trong chuyến tàu tiếp theo: <AMOUNT>
TID_TRAIN_STATION_VISITOR_AMOUNT_VILLAGE_CAPACITY_FULL,Thị trấn của bạn chỉ có chỗ cho <AMOUNT> du khách!
TID_TRAIN_TOWNHALL,Nhà chính
TID_TRAIN_TOWNHALL_DESC,Nâng cấp để tăng sức chứa của thị trấn
TID_TRAIN_TRAINSTATION,Đưa đi
TID_TYPE_TRAIN_STATION_PASSENGER_ALREADY_PICKED,"Rất tiếc, ai đó đã đón hành khách này rồi!"
TID_VISITOR_PICK_UP_PASSENGER_MANIFEST,Số du khách đang đợi ở sân ga:
TID_VISITOR_PICK_UP_PERSONAL_TRAIN_CAPACITY,Sức chứa của Tàu hỏa riêng:
TID_VISITOR_PICK_UP_PERSONAL_TRAIN_FULL_DESCRIPTION,Tàu hỏa riêng đã đầy! Hãy thêm chỗ ngồi bằng cách nâng cấp tàu hỏa riêng của bạn.
TID_VISITOR_PICK_UP_PERSONAL_TRAIN_IS_ON_COOLDOWN,Tàu hỏa đang được bảo trì! Hãy tăng tốc lên!
TID_VISITOR_PICK_UP_TITLE,Tàu hỏa riêng
TID_VISITOR_PICK_UP_PERSONAL_TRAIN_UNREPAIRED,"Trước hết, hãy sửa chữa Tàu hỏa riêng để đón các du khách đang rời khỏi các Thị trấn lân cận."
TID_ISSUE_TYPE_TELEPHONE_HELP,Trợ giúp qua điện thoại (chỉ có tiếng Hàn Quốc)
TID_TELEPHONE_HELP_TITLE,Tiêu đề trợ giúp qua điện thoại (chỉ có tiếng Hàn Quốc)
TID_TELEPHONE_HELP_TEXT,Nội dung trợ giúp qua điện thoại (chỉ có tiếng Hàn Quốc)
TID_TELEPHONE_HELP_OK,Trợ giúp qua điện thoại OK (chỉ có tiếng Hàn Quốc)
TID_TOWN_ROAD_01,Đường lát đá vôi
TID_TOWN_ROAD_02,Đường lát đá
TID_TOWN_HALL_PASSENGER_STATE_GOING_HOME,Đang trở về nhà
TID_NAME_AND_TITLE_FORMAT,<NAME> <TITLE>
TID_TOWN_ROAD_03,Đường rải sỏi
TID_TUTORIAL_93_DRASINE_UNLOCKED,Thị trưởng thành phố rất ấn tượng với công việc của bạn tại trang trại! Ông ấy muốn cho bạn thấy thứ gì đó.
TID_TUTORIAL_93A_DRASINE_UNLOCKED,Hãy sửa lại sân ga và xem những đường ray sẽ dẫn chúng ta đến đâu.
TID_TUTORIAL_94_DRASINE_FIXED,Xuất sắc! Hãy xem cả chiếc xe goòng sáng bóng kia nữa. Giống hệt như chiếc xe chú bạn từng có. Bây giờ hãy nhấn vào chiếc xe goòng và xem nó đưa ta đến đâu!
TID_TUTORIAL_95_TRAIN_AREA_WELCOME,"Ồ! Đây là thị trấn cũ mà chú bạn đã xây dựng cùng thị trưởng thành phố. Sau khi ông ấy nghỉ hưu, không ai còn để tâm đến nó nữa. Bạn nên xây dựng lại thị trấn!"
TID_TUTORIAL_96A_PAINT_TRAIN_STATION,Hãy xắn tay lên và làm việc thôi! Bắt đầu với việc sửa lại nhà ga!
TID_TUTORIAL_97A_TAP_FIRST_VISITOR,Những du khách đầu tiên của bạn! Thật tuyệt vời. Hãy nhấn vào một người để biết họ muốn gì.
TID_TUTORIAL_98A_PLACE_GROCERY,Tuyệt lắm! Hãy xây dựng Cửa hàng tạp hóa từ Cửa hàng!
TID_TUTORIAL_99_GROCERY_STORE_BUILT,"Làm tốt lắm! Bây giờ, sau khi đã xây xong Cửa hàng Tạp hóa, hãy phục vụ những vị khách này!"
TID_COAL_ORE,Than
TID_IRON_ORE,Quặng sắt
TID_COAL_ORE_DESCRIPTION,Khai thác từ Mỏ
TID_IRON_ORE_DESCRIPTION,Khai thác từ Mỏ
TID_COAL_BAR,Than tinh luyện
TID_IRON_BAR,Thỏi sắt
TID_IRONBRACELET,Vòng tay sắt
TID_VISITOR_PICK_UP_SELECTED,Được lựa chọn
TID_TUTORIAL_100A_SEND_TO_GROCERY,Nhấn vào khách ghé thăm và gửi họ đến Cửa hàng tạp hóa!
TID_TUTORIAL_SERVICE_BUILDING_TITLE,Phục vụ du khách
TID_TUTORIAL_101A_SERVICE_VISITOR,Hãy nhấn vào biểu tượng du khách và kéo bột mỳ và trứng vào du khách đó để bắt đầu phục vụ!
TID_NAME_MALE_0,Aaron
TID_NAME_MALE_1,Adrian
TID_NAME_MALE_2,Alberto
TID_NAME_MALE_3,Alejandro
TID_NAME_MALE_4,Alex
TID_NAME_MALE_5,Alexander
TID_NAME_MALE_6,Alfonso
TID_NAME_MALE_7,Andrew
TID_NAME_MALE_8,Andy
TID_NAME_MALE_9,Anthony
TID_NAME_MALE_10,Antoine
TID_NAME_MALE_11,Arthur
TID_NAME_MALE_12,Austin
TID_NAME_MALE_13,Axel
TID_NAME_MALE_14,Ben
TID_NAME_MALE_15,Benjamin
TID_NAME_MALE_16,Billy
TID_NAME_MALE_17,Brandon
TID_NAME_MALE_18,Bruno
TID_NAME_MALE_19,Charles
TID_NAME_MALE_20,Christian
TID_NAME_MALE_21,Christopher
TID_NAME_MALE_22,Clark
TID_NAME_MALE_23,Craig
TID_NAME_MALE_24,Daniel
TID_NAME_MALE_25,David
TID_NAME_MALE_26,Dominic
TID_NAME_MALE_27,Edward
TID_NAME_MALE_28,Elijah
TID_NAME_MALE_29,Elliot
