TID,RU
TID_DECO_STATUE_SINGING_DESCRIPTION_MOBILE,Премиум-украшение.
TID_DECO_STATUE_ET_DESCRIPTION_MOBILE,Премиум-украшение.
TID_DECO_STATUE_ALICE_DESCRIPTION_MOBILE,Премиум-украшение.
TID_DECO_STATUE_ROCKY_DESCRIPTION_MOBILE,Премиум-украшение.
TID_ACHIEVEMENT_BIGGAME_FISHER_DESCRIPTION_MOBILE,Поймай <NUMBER> кг рыбы с помощью приманок.
TID_FISH_100,Судак
TID_FISH_100_DESCRIPTION,"Этот огромный хищник очень хочет заглотнуть твою приманку. Все остальные рыбы будут рады, если ты сможешь выловить его!"
TID_FISH_100_DESCRIPTION_MOBILE,"Этот огромный хищник очень хочет заглотнуть твою приманку. Все остальные рыбы будут рады, если ты сможешь выловить его!"
TID_FISH_101,Гигантский усач
TID_FISH_101_DESCRIPTION,"Не заигрывай с усачом! Это самая большая рыба в пруду, амбиции которой соответствуют ее размерам."
TID_FISH_101_DESCRIPTION_MOBILE,"Не заигрывай с усачом! Это самая большая рыба в пруду, амбиции которой соответствуют ее размерам."
TID_FISH_102,Озерный осетр
TID_FISH_102_DESCRIPTION,"У этой большой рыбы толстая шкура. Сколько ее ни щипай, ей наплевать!"
TID_FISH_102_DESCRIPTION_MOBILE,"У этой большой рыбы толстая шкура. Сколько ее ни щипай, ей наплевать!"
TID_FISH_103,Карп
TID_FISH_103_DESCRIPTION,"Воплощение плюшевого мишки в нашем озере. Большой и милый, его так и хочется обнять! Никогда не причинит вреда другим рыбам."
TID_FISH_103_DESCRIPTION_MOBILE,"Воплощение плюшевого мишки в нашем озере. Большой и милый, его так и хочется обнять! Никогда не причинит вреда другим рыбам."
TID_GREG,Грег
TID_TOM,Том
TID_CALENDAR_EVENT_FISH_WEIGHT,<WEIGHT> кг
TID_ADVANCED_EVENT_NOTIFICATION_GENERIC,Только что началось событие с великолепными призами! Узнай о нем больше!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_GENERIC,Глобальное событие
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,"Привет, <NAME>! Спасибо за участие в глобальном событии. Мы сделали это вместе, и все было потрясающе! Прими вознаграждение в благодарность за свой труд."
TID_ADVANCED_EVENT_SUCCESS_TITLE_GENERIC,У нас получилось!
TID_ADVANCED_EVENT_SUCCESS_TEXT_GENERIC,Мэр в восторге от сплоченности и успехов фермеров.
TID_ADVANCED_EVENT_FAIL_TITLE_GENERIC,Не вышло...
TID_ADVANCED_EVENT_FAIL_TEXT_GENERIC,Но мы делали что смогли. В следующий раз мы всем покажем!
TID_ADVANCED_EVENT_TITLE_GENERIC_CARORDERS,Нехватка припасов
TID_ADVANCED_EVENT_TEXT_GENERIC_CARORDERS,"Бизнес процветает, но запасы истощаются. Выполни как можно больше заказов на доставку за отведенное время. Достигни личных целей и получи вознаграждение. Кроме того, так ты поможешь всему сообществу достичь глобальной цели. Получи награду вместе с фермерами со всего мира!"
TID_ADVANCED_EVENT_TITLE_GENERIC_VISITORS,Туристический сезон
TID_ADVANCED_EVENT_TEXT_GENERIC_VISITORS,"Туристы наводнили город и его окрестности. Продай посетителям как можно больше продуктов за отведенное время. Достигни личных целей и получи вознаграждение. Кроме того, так ты поможешь всему сообществу достичь глобальной цели. Получи награду вместе с фермерами со всего мира!"
TID_ADVANCED_EVENT_TITLE_GENERIC_BOAT,Сезон речной навигации
TID_ADVANCED_EVENT_TEXT_GENERIC_BOAT,"Для крупного фестиваля в устье реки нужно много продуктов. Отправь туда как можно больше лодок с товаром за отведенное время. Достигни личных целей и получи вознаграждение. Кроме того, так ты поможешь всему сообществу достичь глобальной цели. Получи награду вместе с фермерами со всего мира!"
TID_ADVANCED_EVENT_TITLE_GENERIC_FISHING,Сезон ловли на блесну
TID_ADVANCED_EVENT_TEXT_GENERIC_FISHING,"Поймай на блесну как можно больше рыбы. Говорят, в этом сезоне тут видели рыб гигантских размеров. Сможешь их выловить и дополнить свою коллекцию? Достигни личных целей и получи вознаграждение. Кроме того, так ты поможешь всему сообществу достичь глобальной цели. Получи награду вместе с фермерами со всего мира!"
TID_ADVANCED_EVENT_TITLE_GENERIC_ITEM_DUMPING,Нужна помощь!
TID_ADVANCED_EVENT_TEXT_GENERIC_ITEM_DUMPING,"Наблюдается глобальная нехватка особых предметов. Достигни личных целей события и получи награды. Когда ты доберешься до синего флажка, твой счет будет добавлен к глобальному результату всего сообщества! За дело!"
TID_ADVANCED_EVENT_TEXT_GENERIC_ITEM_DUMPING_BACONEGGS,"Наблюдается глобальная нехватка бекона и яиц. Достигни личных целей события и получи награды. Когда ты доберешься до синего флажка, твой счет будет добавлен к глобальному результату всего сообщества! Удачи!"
TID_ADVANCED_EVENT_TITLE_HALLOWEEN,Время Хеллоуина!
TID_ADVANCED_EVENT_TEXT_HALLOWEEN,"Благодаря празднику повысился спрос на тыквенные пироги! Достигни личных целей события и получи награды. Когда ты доберешься до синего флажка, твой счет будет добавлен к глобальному результату всего сообщества! Веселого Хеллоуина!"
TID_ADVANCED_EVENT_NOTIFICATION_HALLOWEEN,Узнай больше о новом событии в честь Хеллоуина с великолепными наградами!
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_HALLOWEEN,Глобальное событие
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_HALLOWEEN,"Привет, <NAME>! Теперь в городе нет недостатка в тыквенных пирогах. Благодарим тебя за участие! Мы сделали это вместе! Прими награду в качестве благодарности за твой вклад!"
TID_ADVANCED_EVENT_SUCCESS_TITLE_HALLOWEEN,Самый лучший Хеллоуин!
TID_ADVANCED_EVENT_SUCCESS_TEXT_HALLOWEEN,Во всем городе чувствуется запах тыквенных пирогов. Благодаря нашему сообществу этот Хеллоуин стал самым лучшим!
TID_ADVANCED_EVENT_FAIL_TITLE_HALLOWEEN,Не вышло...
TID_ADVANCED_EVENT_FAIL_TEXT_HALLOWEEN,"Мы сделали что смогли, но некоторым семьям не достался тыквенный пирог."
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_HEADER_BIRTHDAY2018,Событие в честь дня рождения
TID_MASSGIFT_ADVANCED_EVENT_SUCCESS_TEXT_BIRTHDAY2018,"Привет, <NAME>! Спасибо за участие в событии, посвященном дню рождению игры! Вместе нам удалось добиться успеха. В благодарность за старания, прими эту награду!"
