TID,TH
TID_REPAIR_LOBSTER_POOL_TEXT_MOBILE,ลอบสเตอร์ที่คุณจับจะย้ายมาอยู่ในนี้อัตโนมัติเมื่อคุณซ่อมบ่อ!
TID_TUTORIAL_75_MOBILE,เครื่องทำตาข่ายและตาข่ายปลดล็อคแล้วในบริเวณหาปลาของคุณ ไปดูสิ
TID_TUTORIAL_76_MOBILE,การตกลอบสเตอร์และบ่อลอบสเตอร์ปลดล็อคแล้วในบริเวณหาปลาของคุณ ไปดูสิ
TID_REQUIRES_LOBSTER_POOL_MOBILE,ต้องใช้บ่อลอบสเตอร์และเครื่องทำตาข่าย
TID_EVENT_CONTRIBUTE_BUTTON,มีส่วนร่วม
TID_EVENT_CRATE_TEXT,แตะเพื่อเพิ่ม
TID_MASSGIFT_GLOBAL_EVENT_FOOTER_REGARDS,ด้วยความนับถือ
TID_MASSGIFT_GLOBAL_EVENT_FOOTER_MAYOR,นายกเทศมนตรี
TID_RATE_APP_MESSAGE_ANDROID,โปรดให้คะแนนแก่เราบน Google Play เพื่อที่เราจะได้สร้างสรรค์เกมดีๆ ต่อไป!
TID_DECO_HALLOWEEN_TOMBSTONE,หลุมศพ
TID_DECO_HALLOWEEN_PUMPKINTOTEM,แท่นฟักทอง
TID_DECO_HALLOWEEN_COFFIN,โลงศพลับ
TID_DECO_HALLOWEEN_DEAD_TREE,ต้นแมงมุม
TID_DECO_HALLOWEEN_PUMPKIN,แจ็คโอแลนเทิร์น
TID_DECO_HALLOWEEN_CAULDRON,หม้อใหญ่ใส่ลูกกวาด
TID_DECO_HALLOWEEN_TOMBSTONE_DESC,ของตกแต่งฮัลโลวีน
TID_DECO_HALLOWEEN_PUMPKINTOTEM_DESC,ของตกแต่งฮัลโลวีน
TID_DECO_HALLOWEEN_COFFIN_DESC,ของตกแต่งเฉพาะฮัลโลวีน
TID_DECO_HALLOWEEN_COFFIN_DESC_MOBILE,ของตกแต่งเฉพาะฮัลโลวีน
TID_DECO_HALLOWEEN_DEAD_TREE_DESC,ของตกแต่งฮัลโลวีน
TID_DECO_HALLOWEEN_PUMPKIN_DESC,ของตกแต่งฮัลโลวีน
TID_DECO_HALLOWEEN_CAULDRON_DESC,ของตกแต่งฮัลโลวีน
TID_DECO_HALLOWEEN_FENCE_08,รั้วสุสาน
TID_DECO_HALLOWEEN_FENCE_08_DESC,ของตกแต่งฮัลโลวีน
TID_TOP_CONTRIBUTORS,ผู้มีส่วนร่วมมากที่สุด
TID_RECENT_CONTRIBUTORS,ผู้มีส่วนร่วมล่าสุด
TID_CALENDAR_EVENT_THRESHOLD_REWARD_GAINED,เป้าหมายอีเวนท์ส่วนบุคคลบรรลุแล้ว!
TID_NOTIFICATIONS_SETTINGS_ORDER_READY,การแจ้งเตือนคำสั่งซื้อทางรถยนต์
TID_NOTIFICATIONS_SETTINGS_ROADSIDE_SHOP,การแจ้งเตือนร้านริมทาง
TID_NOTIFICATIONS_SETTINGS_CROPS,การแจ้งเตือนพืชผล
TID_NOTIFICATIONS_SETTINGS_ANIMALS,การแจ้งเตือนสัตว์
TID_NOTIFICATIONS_SETTINGS_CONSTRUCTION_BUILDING,การแจ้งเตือนสิ่งก่อสร้าง
TID_NOTIFICATIONS_SETTINGS_TOM,การแจ้งเตือนของทอม
TID_NOTIFICATIONS_SETTINGS_BOAT,การแจ้งเตือนเรือล่องแม่น้ำ
TID_NOTIFICATIONS_SETTINGS_MASTERY_STAR,การแจ้งเตือนความเป็นเลิศ
TID_NOTIFICATIONS_SETTINGS_MISCELLANEOUS,การแจ้งเตือนอื่นๆ
TID_NOTIFICATIONS_SETTINGS_CALENDAR_EVENT,การแจ้งเตือนอีเวนท์
TID_CANDY_MACHINE_DESCRIPTION_MOBILE,ผลิตลูกกวาด
TID_MASTERY_INFO_POPUP_TOOLTIP_COINS_MOBILE,ผลิตภัณฑ์<BUILDING>ทั้งหมดจะมีค่า <BONUS> เหรียญจากคำสั่งซื้อทางรถกระบะ
TID_MASTERY_INFO_POPUP_TOOLTIP_TIME_MOBILE,ผลิตภัณฑ์<BUILDING>ทั้งหมดจะผลิตได้เร็วขึ้น <BONUS>
TID_TOOLS_OFFER_DESCRIPTION_MOBILE,ไอเทมหายากนี้ลดราคา -<DISCOUNT>%!
TID_CONFIRM_SPEND_DIAMONDS_DESCRIPTION_MOBILE,คุณต้องการซื้อดาวความเป็นเลิศดวงต่อไปเลยใช่หรือไม่?
TID_BOY_HIRE_OFFER_TEXT_MOBILE,ขอบคุณที่จ้างผมก่อนหน้านี้ ผมจะลดค่าจ้างให้ถ้าคุณจ้างผมอีกครั้งในอีกไม่กี่นาทีข้างหน้านี้
TID_TUTORIAL_FISHING_3_MOBILE,คุณพระช่วย! ไม่ได้เห็นเรือนี้มาเป็นชาติแล้ว! ฉันกับลุงของเธอเคยไปตกปลากันอย่างสนุกมากในเรือนั้น ลองหัดตกปลาดูสิ เผื่อจะติดใจ ฮ่าๆ!
TID_FISH_2_DESCRIPTION_MOBILE,ปลาแสนสง่าที่กลายเป็นสีแดงในฤดูใบไม้ผลิ ชอบก้นแม่น้ำที่เป็นทราย
TID_FISH_6_DESCRIPTION_MOBILE,แซลมอนชนิดนี้กินเท่าไหร่ก็ไม่อิ่ม ดังนั้นจึงพร้อมงับเหยื่อได้เสมอ
TID_FISH_7_DESCRIPTION_MOBILE,แม้จะหาง่ายและจับไม่ยาก ปลาชนิดนี้ก็ยังให้ความบันเทิงในการไล่จับ
TID_FISH_13_DESCRIPTION_MOBILE,เป็นภารโรงประจำทะเลสาบ! ชอบกินเศษอาหารก้นบ่อ ทำให้น้ำสะอาด
TID_FISH_14_DESCRIPTION_MOBILE,หลังจากว่ายทวนน้ำมา นักเดินทางตัวนี้ก็พร้อมจะพักแล้ว
TID_FISH_17_DESCRIPTION_MOBILE,การมีอยู่ของปลานี้ในทะเลสาบของคุณแสดงให้เห็นว่าคุณมีที่อยู่อันแสนมหัศจรรย์แค่ไหน
TID_FISH_19_DESCRIPTION_MOBILE,ปลาซิวตัวนี้มีเพื่อนหลากสปีชีส์ มีพี่เลี้ยงเป็นหอยด้วย!
TID_FISH_25_DESCRIPTION_MOBILE,ว่องไว เล็กและปราดเปรียว ปลาชนิดนี้อาจจับยาก แต่คุ้มค่าแก่ความลำบากแน่นอน!
TID_FISH_27_DESCRIPTION_MOBILE,เป็นนักจับแมลงตัวยง แข็งแรงอย่างไม่น่าเชื่อ จับคันเบ็ดไว้ดีๆ ก็แล้วกัน!
TID_FISH_31_DESCRIPTION_MOBILE,ชอบพักผ่อนในบ่อสบายๆ แทนที่จะว่ายไปตามแม่น้ำ
TID_FISH_36_DESCRIPTION_MOBILE,เป็นพันธุ์ปลางดงามที่มีเกล็ดเป็นประกายและว่ายน้ำด้วยท่วงท่าสง่า
TID_FISH_38_DESCRIPTION_MOBILE,ระยิบระยับ เป็นเงาและงดงาม ปลาตัวนี้ชอบอวดเกล็ดของตัวเอง
TID_FISH_43_DESCRIPTION_MOBILE,ชอบน้ำเย็นและว่ายเป็นฝูง ปลาตัวนี้ทะเยอทะยานมากนะ!
TID_FISH_47_DESCRIPTION_MOBILE,เก๋ไก๋ด้วยสีแดงและทอง ไม่มีอะไรจะหยุดความมั่นใจของปลารุ่นเก๋านี้ได้!
TID_FISH_48_DESCRIPTION_MOBILE,แม้จะไม่ใช่ปลาตัวใหญ่ที่สุด แต่ก็มีท่าทางแบบร็อคสตาร์ แถบครีบก็ยังเท่
TID_FISH_50_DESCRIPTION_MOBILE,เป็นนักบุกเบิกโดยแท้ ปลาตัวนี้ฝันจะบุกสำรวจทะเลสาบใหม่ๆ มาตั้งแต่เมื่อครั้งเยาว์วัย
TID_FISH_52_DESCRIPTION_MOBILE,เนื่องจากซ่อนตัวได้ดี ใครจับตัวนี้ได้ก็เลยถือว่าฝีมือฉกาจ ล่อมันมาได้ไหมล่ะ
TID_FISH_55_DESCRIPTION_MOBILE,ตัวใหญ่และสวย เป็นปลาน้ำจืดที่จับยากที่สุดตัวหนึ่งเลย ดูแลมันให้ดีๆ นะ!
TID_FISH_56_DESCRIPTION_MOBILE,ชอบตามติดปลาตัวอื่นอยู่เรื่อย! พวกมันคงดีใจที่เราจับมันขึ้นไปหายใจเสียที
TID_FISH_57_DESCRIPTION_MOBILE,กะพงตัวนี้รู้ว่าควรจะหุบปากตอนไหน ใช้เฉพาะเหยื่อล่อที่หรูที่สุดนะ!
TID_FISH_59_DESCRIPTION_MOBILE,ปลามังสวิรัตนี้ใช้ชีวิตเรียบง่ายรักษาสุขภาพ เคล็ดลับ: ไม่ชอบหนอน!
TID_FISH_62_DESCRIPTION_MOBILE,ตัวเล็กแต่ไม่ยอมใคร ถ้ามันงับเหยื่อก็เตรียมสู้ได้เลย
TID_FISH_63_DESCRIPTION_MOBILE,เป็นเซเลบในโลกการตกปลา ถ้านักตกปลาคนอื่นรู้เข้าก็คงจะแห่กันมาที่นี่เลย!
TID_FISH_66_DESCRIPTION_MOBILE,มีลองเกียร์ในทะเลสาบนี่เป็นเรื่องชวนอิจฉาสำหรับคนรักปลาตู้หลายๆ คนเลยทีเดียว
TID_DECO_PICNICMAT_DESCRIPTION_MOBILE,สนุกกับฤดูร้อน (จำกัดเวลา)
TID_DECO_STATUE_SINGING_DESCRIPTION_MOBILE,ของตกแต่งระดับพรีเมียม
TID_DECO_STATUE_ET_DESCRIPTION_MOBILE,ของตกแต่งระดับพรีเมียม
TID_DECO_STATUE_ALICE_DESCRIPTION_MOBILE,ของตกแต่งระดับพรีเมียม
TID_DECO_STATUE_ROCKY_DESCRIPTION_MOBILE,ของตกแต่งระดับพรีเมียม
TID_ACHIEVEMENT_BIGGAME_FISHER_DESCRIPTION_MOBILE,ตกปลาได้น้ำหนักทั้งหมด <NUMBER> ปอนด์ด้วยเหยื่อล่อ
TID_FISH_100,แซนเดอร์
TID_FISH_100_DESCRIPTION,นักล่าตัวมหึมานี้ยินดีงับเหยื่อของคุณยิ่ง ปลาตัวอื่นๆ คงดีใจถ้าเราลากมันขึ้นมาได้!
TID_FISH_100_DESCRIPTION_MOBILE,นักล่าตัวมหึมานี้ยินดีงับเหยื่อของคุณยิ่ง ปลาตัวอื่นๆ คงดีใจถ้าเราลากมันขึ้นมาได้!
TID_FISH_101,บาร์บยักษ์
TID_FISH_101_DESCRIPTION,อย่าซ่ากับบาร์บ! หล่อนเป็นปลาตัวใหญ่ที่สุดในบ่อ แถมนิสัยก็เข้ากับขนาด
